reaction,origin,added,notebook,notes
ACOXT,iML1515,automatic,3.1,none
EX_mththf_e,iML1515,automatic,3.1,none
2HESR,iML1515,automatic,3.1,none
CHOLID,iML1515,automatic,3.1,none
CHOLATEtpp,iML1515,automatic,3.1,none
NADHXD,iML1515,automatic,3.1,none
NADPHHR,iML1515,automatic,3.1,none
NADPHHS,iML1515,automatic,3.1,none
NADHHS,iML1515,automatic,3.1,none
APH180,iML1515,automatic,3.1,none
NADHXE,iML1515,automatic,3.1,none
SELabcpp,iML1515,automatic,3.1,none
PHDA,iML1515,automatic,3.1,none
TEO2M,iML1515,automatic,3.1,none
CYSItpp,iML1515,automatic,3.1,none
PYK2,iML1515,automatic,3.1,none
PYK3,iML1515,automatic,3.1,none
APH181,iML1515,automatic,3.1,none
DHPTDNR,iML1515,automatic,3.1,none
DHPTDNRN,iML1515,automatic,3.1,none
GTHPi,iML1515,automatic,3.1,none
SEPHCHCS,iML1515,automatic,3.1,none
DHNCOAS,iML1515,automatic,3.1,none
PCNO,iML1515,automatic,3.1,none
PYK6,iML1515,automatic,3.1,none
DHNCOAT,iML1515,automatic,3.1,none
FADt,iML1515,automatic,3.1,none
PUACGAMtr,iML1515,automatic,3.1,none
DC6PDA,iML1515,automatic,3.1,none
PIt2rpp,iML1515,automatic,3.1,none
FADtex,iML1515,automatic,3.1,none
4HBZt3pp,iML1515,automatic,3.1,none
LKDRA,iML1515,automatic,3.1,none
LEUt2rpp,iML1515,automatic,3.1,none
LCTStpp,iML1515,automatic,3.1,none
ILEt3pp,iML1515,automatic,3.1,none
METNA,iML1515,automatic,3.1,none
METt3pp,iML1515,automatic,3.1,none
FESD1s,iML1515,automatic,3.1,none
GSNt3pp,iML1515,automatic,3.1,none
CLtipp,iML1515,automatic,3.1,none
5DKGR,iML1515,automatic,3.1,none
XYHDL,iML1515,automatic,3.1,none
2DGLCtex,iML1515,automatic,3.1,none
E4PP,iML1515,automatic,3.1,none
PUACGAMS,iML1515,automatic,3.1,Reaction imbalanced
PItpp,iML1515,automatic,3.1,none
RU5PP,iML1515,automatic,3.1,none
EX_doxrbcn_e,iML1515,automatic,3.1,none
LEUt3pp,iML1515,automatic,3.1,none
INSt3pp,iML1515,automatic,3.1,none
INDOLEt2rpp,iML1515,automatic,3.1,none
ILEt2rpp,iML1515,automatic,3.1,none
GLYtpp,iML1515,automatic,3.1,none
EX_dhps_e,iML1515,automatic,3.1,none
MOX,iML1515,automatic,3.1,none
URATEtex,iML1515,automatic,3.1,none
EX_cs1_e,iML1515,automatic,3.1,none
EX_fusa_e,iML1515,automatic,3.1,none
CBL1tonex,iML1515,automatic,3.1,none
CBItonex,iML1515,automatic,3.1,none
ARHGDx,iML1515,automatic,3.1,none
CPL,iML1515,automatic,3.1,none
EX_mepn_e,iML1515,automatic,3.1,none
PSURItpp,iML1515,automatic,3.1,none
CYSTA,iML1515,automatic,3.1,none
FE3DCITR5,iML1515,automatic,3.1,none
CH4t2pp,iML1515,automatic,3.1,none
EX_cm_e,iML1515,automatic,3.1,none
4HTHRA,iML1515,automatic,3.1,none
EX_novbcn_e,iML1515,automatic,3.1,none
I2FE2SR,iML1515,automatic,3.1,none
GAPP,iML1515,automatic,3.1,none
TYRL,iML1515,automatic,3.1,none
METGLCURt2pp,iML1515,automatic,3.1,none
METGLCURtex,iML1515,automatic,3.1,none
THZPSN3,iML1515,automatic,3.1,none
HPYRP,iML1515,automatic,3.1,none
PSURIK,iML1515,automatic,3.1,none
FMNt,iML1515,automatic,3.1,none
AI2tex,iML1515,automatic,3.1,none
CUt2pp,iML1515,automatic,3.1,none
Ftex,iML1515,automatic,3.1,none
APG3PAT120,iML1515,automatic,3.1,none
CYSItex,iML1515,automatic,3.1,none
SERtpp,iML1515,automatic,3.1,none
QUINDHyi,iML1515,automatic,3.1,none
RHMND,iML1515,automatic,3.1,none
3HBZCT,iML1515,automatic,3.1,none
CXSAMS,iML1515,automatic,3.1,none
EX_2dglc_e,iML1515,automatic,3.1,none
THRt2rpp,iML1515,automatic,3.1,none
SERt2rpp,iML1515,automatic,3.1,none
DHGLYH,iML1515,automatic,3.1,none
PNSPA,iML1515,automatic,3.1,none
4HTHRK,iML1515,automatic,3.1,none
ACOAD1f,iML1515,automatic,3.1,none
AMPNTAT,iML1515,automatic,3.1,none
EX_sq_e,iML1515,automatic,3.1,none
APH120,iML1515,automatic,3.1,none
URATEtpp,iML1515,automatic,3.1,none
CS1tex,iML1515,automatic,3.1,none
ADOCBLtonex,iML1515,automatic,3.1,none
URAtpp,iML1515,automatic,3.1,none
ASPtpp,iML1515,automatic,3.1,none
FUMt1pp,iML1515,automatic,3.1,none
SUCCt1pp,iML1515,automatic,3.1,none
QUINDH,iML1515,automatic,3.1,none
PETNT181pp,iML1515,automatic,3.1,none
ARMEPNS,iML1515,automatic,3.1,none
LCARSyi,iML1515,automatic,3.1,none
MOCDS,iML1515,automatic,3.1,none
BIOMASS_Ec_iML1515_core_75p37M,iML1515,removed,3.1,Reaction was replaced by BIOMASS_EcN_iHM1533_core_59p80M in 4.8
BIOMASS_Ec_iML1515_WT_75p37M,iML1515,removed,3.1,Reaction was replaced by BIOMASS_EcN_iHM1533_core_59p80M in 4.8
RPNTPH,iML1515,automatic,3.1,none
PRCPD,iML1515,automatic,3.1,none
FUSAtex,iML1515,automatic,3.1,none
MEPNtex,iML1515,automatic,3.1,none
UDPGPT,iML1515,automatic,3.1,none
MEPNabcpp,iML1515,automatic,3.1,none
OMMBLHXy,iML1515,automatic,3.1,none
OPHHXy,iML1515,automatic,3.1,none
PROD3,iML1515,automatic,3.1,none
NOVBCNtex,iML1515,automatic,3.1,none
F1PP,iML1515,automatic,3.1,none
ACP1p,iML1515,automatic,3.1,none
EX_4abzglu_e,iML1515,automatic,3.1,none
EX_rfamp_e,iML1515,automatic,3.1,none
4ABZGLUtex,iML1515,automatic,3.1,none
QUIN2tex,iML1515,automatic,3.1,none
EX_metglcur_e,iML1515,automatic,3.1,none
EX_quin_e,iML1515,automatic,3.1,none
MC6PH,iML1515,automatic,3.1,none
FORCT,iML1515,automatic,3.1,none
SLNTabcpp,iML1515,automatic,3.1,none
VALt2rpp,iML1515,automatic,3.1,none
DHPTDCs2,iML1515,automatic,3.1,none
VALt3pp,iML1515,automatic,3.1,none
MN2tipp,iML1515,automatic,3.1,none
EX_3hpp_e,iML1515,automatic,3.1,none
O16A4COLIPAabctex,iML1515,automatic,3.1,none
COLIPAabctex,iML1515,automatic,3.1,none
ENLIPAabctex,iML1515,automatic,3.1,none
DM_mththf_c,iML1515,automatic,3.1,none
PYROX,iML1515,automatic,3.1,none
BMOGDS1,iML1515,automatic,3.1,none
MPTS,iML1515,automatic,3.1,none
MOCOS,iML1515,automatic,3.1,none
BMOGDS2,iML1515,automatic,3.1,none
FESD2s,iML1515,automatic,3.1,none
OCTNLL,iML1515,automatic,3.1,none
DARBt3ipp,iLF82_1304,automatic,3.1,none
SALCNH,iLF82_1304,automatic,3.1,none
CLBH,iLF82_1304,automatic,3.1,Reaction imbalanced solved in 4.2
CLB6PH,iLF82_1304,automatic,3.1,Reaction imbalanced solved in 4.2
CLBtpp,iLF82_1304,automatic,3.1,none
SALCtpp,iLF82_1304,automatic,3.1,none
SALCptspp,iLF82_1304,automatic,3.1,Reaction imbalanced solved in 4.2
CLBptspp,iLF82_1304,automatic,3.1,Reaction imbalanced solved in 4.2
CELLBpts_1,iLF82_1304,removed,3.1,Incorrect location of metabolites. Removed in 4.1. CELBpts was kept.
TYRTRS,iLF82_1304,automatic,3.1,none
GTHPi_copy2,iLF82_1304,removed,3.1,Duplicate reaction. Removed in 4.1. Original was kept.
GTHPi_copy1,iLF82_1304,removed,3.1,Duplicate reaction. Removed in 4.1. Original was kept.
PHETRS,iLF82_1304,automatic,3.1,none
THRTRS,iLF82_1304,automatic,3.1,none
TAG1PK,iLF82_1304,automatic,3.1,none
DC6PH,iLF82_1304,automatic,3.1,none
CHITPH,iLF82_1304,automatic,3.1,none
CHITOBpts,iLF82_1304,automatic,3.1,none
ASPTRS,iLF82_1304,automatic,3.1,none
ARGTRS,iLF82_1304,automatic,3.1,none
DARBabcpp,iLF82_1304,automatic,3.1,none
SALSYN,iLF82_1304,automatic,3.1,Reaction imbalanced solved in 4.2
FEex,iLF82_1304,automatic,3.1,none
FEpp,iLF82_1304,automatic,3.1,none
ADOCBLPS,iLF82_1304,automatic,3.1,none
METTRS,iLF82_1304,automatic,3.1,none
SALCHS4FEtonex,iLF82_1304,automatic,3.1,none
DMALRED,iLF82_1304,automatic,3.1,none
3hoxpactex,iLF82_1304,automatic,3.1,none
AEPtex,iLF82_1304,automatic,3.1,none
GALAMtex,iLF82_1304,automatic,3.1,none
AIRStex,iLF82_1304,automatic,3.1,none
2PGtex,iLF82_1304,automatic,3.1,none
OAAtex,iLF82_1304,automatic,3.1,none
DRIBtex,iLF82_1304,automatic,3.1,none
FOAMtex,iLF82_1304,automatic,3.1,none
RAFFtex,iLF82_1304,automatic,3.1,none
ACONCtex,iLF82_1304,automatic,3.1,none
4HTHRtex,iLF82_1304,automatic,3.1,none
PENGt1,iLF82_1304,automatic,3.1,none
SALCNtex,iLF82_1304,automatic,3.1,none
3PGtex,iLF82_1304,automatic,3.1,none
DXYLUDtex,iLF82_1304,automatic,3.1,none
6APAt1,iLF82_1304,automatic,3.1,none
PACt1,iLF82_1304,automatic,3.1,none
GULNLtex,iLF82_1304,automatic,3.1,none
HPAtex,iLF82_1304,automatic,3.1,none
TETtex,iLF82_1304,automatic,3.1,none
DARBtex,iLF82_1304,automatic,3.1,none
TAGtex,iLF82_1304,automatic,3.1,none
SALCHSXtex,iLF82_1304,automatic,3.1,none
ICITtex,iLF82_1304,automatic,3.1,none
4HOXPACt2pp,iLF82_1304,automatic,3.1,Reaction imbalanced solved in 4.2
UPLA4NT,iLF82_1304,automatic,3.1,none
NPHS,iLF82_1304,automatic,3.1,none
HACD3i,iLF82_1304,removed,3.1,"Caused unbound flux. Removed in 4.1. ""HACDx"" (without i) was kept as correct reaction."
HACD4i,iLF82_1304,removed,3.1,"Caused unbound flux. Removed in 4.1. ""HACDx"" (without i) was kept as correct reaction."
DHACOAH,iLF82_1304,automatic,3.1,none
HACD2i,iLF82_1304,removed,3.1,"Caused unbound flux. Removed in 4.1. ""HACDx"" (without i) was kept as correct reaction."
HACD7i,iLF82_1304,removed,3.1,"Caused unbound flux. Removed in 4.1. ""HACDx"" (without i) was kept as correct reaction."
HACD5i,iLF82_1304,removed,3.1,"Caused unbound flux. Removed in 4.1. ""HACDx"" (without i) was kept as correct reaction."
HACD1i,iLF82_1304,removed,3.1,"Caused unbound flux. Removed in 4.1. ""HACDx"" (without i) was kept as correct reaction."
HACD8i,iLF82_1304,removed,3.1,"Caused unbound flux. Removed in 4.1. ""HACDx"" (without i) was kept as correct reaction."
HACD6i,iLF82_1304,removed,3.1,"Caused unbound flux. Removed in 4.1. ""HACDx"" (without i) was kept as correct reaction."
TTDCAtexi,iLF82_1304,automatic,3.1,none
HDCAtexi,iLF82_1304,automatic,3.1,none
DDCAtexi,iLF82_1304,automatic,3.1,none
TTDCEAtexi,iLF82_1304,automatic,3.1,none
HDCAt2pp,iLF82_1304,automatic,3.1,none
HDCEAtexi,iLF82_1304,automatic,3.1,none
OCDCAtexi,iLF82_1304,automatic,3.1,none
OCDCEAtexi,iLF82_1304,automatic,3.1,none
OCDCEAt2pp,iLF82_1304,automatic,3.1,none
OCDCAt2pp,iLF82_1304,automatic,3.1,none
DDCAt2pp,iLF82_1304,automatic,3.1,none
TTDCAt2pp,iLF82_1304,automatic,3.1,none
INSt2pp_copy2,iLF82_1304,automatic,3.1,"Renamed to INSt2pp_copy2 in 4.1. Original reaction and/or ""_copy1"" was removed"
SLCYSS,iLF82_1304,automatic,3.1,none
SLNTtpp,iLF82_1304,automatic,3.1,none
SELtpp,iLF82_1304,automatic,3.1,none
PRASCSi_copy2,iLF82_1304,removed,3.1,Duplicate reaction. Removed in 4.1. Original was kept.
PRASCSi_copy1,iLF82_1304,removed,3.1,Duplicate reaction. Removed in 4.1. Original was kept.
URAt2pp_copy1,iLF82_1304,removed,3.1,"Removed in 4.1.""URAt2pp_copy1_copy2"" was kept as correct reaction."
HISTRS,iLF82_1304,automatic,3.1,none
MECDPDH2,iLF82_1304,automatic,3.1,none
THZPSN,iLF82_1304,automatic,3.1,none
PSUDS,iLF82_1304,removed,3.1,Incorrect mass balance. Removed in 4.1. YUMPS was kept.
OXPTNDH,iLF82_1304,automatic,3.1,Reaction imbalanced solved in 4.2
ALATRS,iLF82_1304,automatic,3.1,none
NMNR,iLF82_1304,automatic,3.1,none
DARBt2rpp,iLF82_1304,automatic,3.1,none
3OXCOAT,iLF82_1304,automatic,3.1,none
LYSTRS,iLF82_1304,automatic,3.1,none
PFOR,iLF82_1304,automatic,3.1,none
FLDR,iLF82_1304,automatic,3.1,none
OMPHHX,iLF82_1304,automatic,3.1,none
PPCSCT,iLF82_1304,automatic,3.1,none
MMM2,iLF82_1304,automatic,3.1,Reaction imbalanced solved in 4.2
INSt2pp_copy1,iLF82_1304,removed,3.1,"Duplicate reaction. Removed in 4.1.""INSt2pp_copy1_copy2"" was kept as correct reaction."
4HTHRtrpp,iLF82_1304,automatic,3.1,none
PPRDNDH,iLF82_1304,automatic,3.1,Reaction imbalanced solved in 4.2
ACGALptspp,iLF82_1304,automatic,3.1,Reaction imbalanced solved in 4.2
GALAMPTSpp,iLF82_1304,automatic,3.1,Reaction imbalanced solved in 4.2
GALAM6PISO,iLF82_1304,automatic,3.1,"Associated gene corrected to ""CIW80_10170""  in 4.2"
ACGAL6PISO,iLF82_1304,removed,3.1,Reaction was changed to ACGAL6PDA in 4.2
ACGAL6PI,iLF82_1304,removed,3.1,"Reaction removed in 4.2. Replaced by two other reactions, ACGAL6PDA and GALAM6PISO"
ENLIPIDAt1ex,iLF82_1304,automatic,3.1,none
FMETTRS,iLF82_1304,automatic,3.1,none
DSCLCOCH,iLF82_1304,automatic,3.1,none
TRPTRS,iLF82_1304,automatic,3.1,none
OAAt2_2pp,iLF82_1304,automatic,3.1,none
GLYTRS,iLF82_1304,automatic,3.1,none
VPAMTr_copy2,iLF82_1304,removed,3.1,Duplicate reaction. Removed in 4.1. Original was kept.
VPAMTr_copy1,iLF82_1304,removed,3.1,Duplicate reaction. Removed in 4.1. Original was kept.
XYLUt2pp,iLF82_1304,automatic,3.1,none
IMACTD,iLF82_1304,automatic,3.1,Reaction imbalanced solved in 4.2
ALDD2x,iLF82_1304,automatic,3.1,none
ALDD31,iLF82_1304,automatic,3.1,none
GLYALDDr,iLF82_1304,automatic,3.1,none
GLXO1,iLF82_1304,automatic,3.1,none
4ABUTD,iLF82_1304,automatic,3.1,none
SELCYSS,iLF82_1304,automatic,3.1,none
GLCR1TRA1,iLF82_1304,automatic,3.1,none
GLCR1TRB1,iLF82_1304,automatic,3.1,none
GLCTR3,iLF82_1304,automatic,3.1,none
GALR1TRA2,iLF82_1304,automatic,3.1,Reaction imbalanced
GALR1TRB2,iLF82_1304,automatic,3.1,none
HEPKA2,iLF82_1304,automatic,3.1,Reaction imbalanced
HEPKB2,iLF82_1304,automatic,3.1,Reaction imbalanced
GALR1TRA1,iLF82_1304,automatic,3.1,none
GALR1TRB1,iLF82_1304,automatic,3.1,none
HEPT3,iLF82_1304,automatic,3.1,none
URFGTT,iLF82_1304,automatic,3.1,Reaction imbalanced solved in 4.2
AMMQT8_2,iLF82_1304,automatic,3.1,none
OPHHX,iLF82_1304,automatic,3.1,none
CTECOAI6_copy1,iLF82_1304,removed,3.1,Duplicate reaction. Removed in 4.1. Original was kept
CTECOAI8_copy1,iLF82_1304,removed,3.1,Duplicate reaction. Removed in 4.1. Original was kept
CTECOAI6_copy2,iLF82_1304,removed,3.1,Duplicate reaction. Removed in 4.1. Original was kept
CTECOAI8_copy2,iLF82_1304,removed,3.1,Duplicate reaction. Removed in 4.1. Original was kept
CTECOAI7_copy1,iLF82_1304,removed,3.1,Duplicate reaction. Removed in 4.1. Original was kept
CTECOAI7_copy2,iLF82_1304,removed,3.1,Duplicate reaction. Removed in 4.1. Original was kept
GHBDHx,iLF82_1304,automatic,3.1,none
NMNHYD,iLF82_1304,automatic,3.1,none
NICRNS,iLF82_1304,automatic,3.1,Reaction imbalanced solved in 4.2
NACODA,iLF82_1304,removed,3.1,"No evidence for existence in literature, EcoCyc & KeGG. Removed in 4.5"
SBDH,iLF82_1304,automatic,3.1,Reaction imbalanced solved in 4.2
UNK3,iLF82_1304,automatic,3.1,none
TRPTA,iLF82_1304,automatic,3.1,Reaction imbalanced solved in 4.2
PDHcr,iLF82_1304,automatic,3.1,Reaction imbalanced solved in 4.2
ASPt2pp_copy1,iLF82_1304,removed,3.1,Duplicate reaction. Removed in 4.1. Original was kept
GLYBt2pp_copy1,iLF82_1304,removed,3.1,Duplicate reaction. Removed in 4.1. Original was kept.
GLYBt2pp_copy2,iLF82_1304,removed,3.1,Duplicate reaction. Removed in 4.1. Original was kept.
3HBCOAHL,iLF82_1304,automatic,3.1,Reaction imbalanced solved in 4.2
ALAt2pp_copy1,iLF82_1304,removed,3.1,Duplicate reaction. Removed in 4.1. Original was kept
GLYt2pp_copy1,iLF82_1304,removed,3.1,Duplicate reaction. Removed in 4.1. Original was kept
ARGDr,iLF82_1304,automatic,3.1,none
VALTRS,iLF82_1304,automatic,3.1,none
RNMK,iLF82_1304,automatic,3.1,none
4HTHRS,iLF82_1304,automatic,3.1,none
ILETRS,iLF82_1304,automatic,3.1,none
ENLIPIDAt2ex,iLF82_1304,automatic,3.1,none
URIDK2r,iLF82_1304,automatic,3.1,none
PROTRS,iLF82_1304,automatic,3.1,none
LEUt4rpp,iLF82_1304,automatic,3.1,none
DADK_copy2,iLF82_1304,removed,3.1,Duplicate reaction. Removed in 4.1. Original was kept
DADK_copy1,iLF82_1304,removed,3.1,Duplicate reaction. Removed in 4.1. Original was kept
ALLTAMH,iLF82_1304,automatic,3.1,none
CYSTRS,iLF82_1304,automatic,3.1,none
AGMPTRCtpp,iLF82_1304,automatic,3.1,none
ENTERES2,iLF82_1304,automatic,3.1,none
ENTERH,iLF82_1304,automatic,3.1,Reaction imbalanced solved in 4.2
FE3DHBZSabcpp,iLF82_1304,automatic,3.1,none
SALCHS4FEabcpp,iLF82_1304,automatic,3.1,none
SALCHS2FEabcpp,iLF82_1304,automatic,3.1,none
ADOCBLPP,iLF82_1304,automatic,3.1,none
LEUTRS,iLF82_1304,automatic,3.1,none
OMMBLHX,iLF82_1304,automatic,3.1,none
GLNTRS,iLF82_1304,automatic,3.1,none
GLCOAS,iLF82_1304,automatic,3.1,Reaction imbalanced solved in 4.2
RNAMtpp,iLF82_1304,automatic,3.1,none
SERTRS2,iLF82_1304,automatic,3.1,none
SERTRS,iLF82_1304,automatic,3.1,none
ASNTRS,iLF82_1304,automatic,3.1,none
URAt2pp_copy2,iLF82_1304,automatic,3.1,"Renamed to %s in 4.1. Original reaction and ""URAt2pp_copy1"" were removed"
PROD2,iLF82_1304,automatic,3.1,none
AH6PI,iUMN146_1321,automatic,3.1,Reaction imbalanced solved in 4.2
PPOR,iUMN146_1321,automatic,3.1,Reaction imbalanced solved in 4.2
ACOAD7,iUMN146_1321,removed,3.1,Caused unbound flux. Removed in 4.1. ACOAD7f was kept as correct reaction.
ACOAD3,iUMN146_1321,removed,3.1,Caused unbound flux. Removed in 4.1. ACOAD3f was kept as correct reaction.
ACOAD2,iUMN146_1321,removed,3.1,Caused unbound flux. Removed in 4.1. ACOAD2f was kept as correct reaction.
ACOAD5,iUMN146_1321,removed,3.1,Caused unbound flux. Removed in 4.1. ACOAD5f was kept as correct reaction.
ACOAD4,iUMN146_1321,removed,3.1,Caused unbound flux. Removed in 4.1. ACOAD4f was kept as correct reaction.
ACOAD6,iUMN146_1321,removed,3.1,Caused unbound flux. Removed in 4.1. ACOAD6f was kept as correct reaction.
SALCHS2FEtonex,iUMN146_1321,automatic,3.1,none
SALCHS4abcpp,iUMN146_1321,automatic,3.1,none
FEENTER2tpp,iUMN146_1321,automatic,3.1,none
ENTERGLCT1,iUMN146_1321,automatic,3.1,none
ENTERGLCT2,iUMN146_1321,automatic,3.1,none
MNabc_1,iUMN146_1321,automatic,3.1,none
THMDt2pp,iEcolC_1368,removed,3.1,"Duplicate reaction. Removed in 4.1.""THMDt2pp_copy2"" was kept as correct reaction."
ADNt2pp,iEcolC_1368,removed,3.1,"Duplicate reaction. Removed in 4.1.""ADNt2pp_copy2"" was kept as correct reaction."
FADRx_copy1,iEcolC_1368,removed,3.1,Duplicate reaction. Removed in 4.1. Original was kept.
HEPK2,iECB_1328,automatic,3.1,none
GLCTR2,iECB_1328,automatic,3.1,none
FEENTERtex_copy1,iECDH1ME8569_1439,removed,3.1,Duplicate reaction. Removed in 4.1. Original was kept.
DRBK,iECED1_1282,automatic,3.1,none
DRIBtpp,iECED1_1282,automatic,3.1,none
3NTD2pp_1,iECIAI1_1343,removed,3.1,No evidence for presence in EcN. Removed in 4.1. 3NTD2pp was kept.
GLYOX_2,iECIAI1_1343,removed,3.1,Incorrect mass balance. Removed in 4.1. GLYOX was kept.
MTHFD_1,iECIAI1_1343,removed,3.1,Incorrect mass balance. Removed in 4.1. MTHFD was kept.
QULNS_1,iECIAI1_1343,removed,3.1,Incorrect mass balance. Removed in 4.1. QULNS was kept.
CYTK2_2,iECIAI1_1343,removed,3.1,Incorrect reaction. Removed in 4.1. CYTK2 was kept.
UAG4Ei_copy2,iEKO11_1354,removed,3.1,Duplicate reaction. Removed in 4.1. Original was kept.
UAG4Ei_copy1,iEKO11_1354,automatic,3.1,Renamed to UAG4Ei in 4.1.
DKFPS2,iECSF_1327,automatic,3.1,Reaction imbalanced solved in 4.2
RAFHpp,iECW_1372,automatic,3.1,none
SUCR,iECW_1372,removed,3.1,EcN does not have sucrose catabolism. Removed in 4.5
FFSD,iECW_1372,removed,3.1,EcN does not have sucrose catabolism. Removed in 4.5
RAFH,iECW_1372,automatic,3.1,Reaction imbalanced solved in 4.2
SUCtpp,iECW_1372,removed,3.1,EcN does not have sucrose catabolism. Removed in 4.5
HHDDI,iECW_1372,automatic,3.1,none
OPETDC,iECW_1372,automatic,3.1,Reaction imbalanced solved in 4.2
OPTCCL,iECW_1372,automatic,3.1,none
CMCMSAD,iECW_1372,automatic,3.1,none
DHPDO,iECW_1372,automatic,3.1,none
CMHMI,iECW_1372,automatic,3.1,none
OHEDH,iECW_1372,automatic,3.1,none
2HH24DDH1_copy1,iECW_1372,automatic,3.1,Renamed to 2HH24DDH1 in 4.1.
2HH24DDH1_copy2,iECW_1372,removed,3.1,"Removed in 4.1. ""_copy1"" was kept as correct reaction and renamed ""2HH24DDH1""."
2HH24DDH,iECW_1372,automatic,3.1,none
4H2KPILY,iECW_1372,automatic,3.1,none
3HOXPACt2pp,iECW_1372,automatic,3.1,none
HPA3MO,iECW_1372,automatic,3.1,Reaction imbalanced solved in 4.2
3HPAOX,iECW_1372,automatic,3.1,Reaction imbalanced solved in 4.2
4HOXPACMOF,iECW_1372,automatic,3.1,Reaction imbalanced solved in 4.2
FADRx_copy2,iECW_1372,removed,3.1,Incorrect gene. Removed in 4.1. Original was kept.
4H3NPACAM,iECW_1372,automatic,3.1,Reaction imbalanced
PENAM,iECW_1372,automatic,3.1,Reaction imbalanced solved in 4.2
34PHACTE,iECW_1372,automatic,3.1,Reaction imbalanced
2PHACTE,iECW_1372,automatic,3.1,Reaction imbalanced solved in 4.2
3PHACTE,iECW_1372,automatic,3.1,Reaction imbalanced solved in 4.2
4PHACTE,iECW_1372,automatic,3.1,Reaction imbalanced solved in 4.2
PHACTE,iECW_1372,automatic,3.1,Reaction imbalanced solved in 4.2
35PHACTE,iECW_1372,automatic,3.1,Reaction imbalanced solved in 4.2
PHACOAOR,iECW_1372,automatic,3.1,Reaction imbalanced solved in 4.2
3PHACOAOR,iECW_1372,automatic,3.1,Reaction imbalanced solved in 4.2
3NTYROXDApp,iECW_1372,automatic,3.1,Reaction imbalanced solved in 4.2
34DHALDD,iECW_1372,automatic,3.1,none
4H3NALDD,iECW_1372,automatic,3.1,Reaction imbalanced solved in 4.2
4HALDD,iECW_1372,automatic,3.1,Reaction imbalanced solved in 4.2
FEENTERtex_copy2,iECW_1372,removed,3.1,Incorrect gene. Removed in 4.1. Original was kept.
G3PCT,iECW_1372,automatic,3.1,Reaction imbalanced solved in 4.2
CELLBpts,iECS88_1305,removed,3.1,Incorrect location of metabolites. Removed in 4.1. CELBpts was kept.
GLCtex,iSbBS512_1146,automatic,3.1,none
ICHORS,iSFxv_1172,automatic,3.1,none
12PPDStpp_copy2,iSFxv_1172,automatic,3.1,Renamed to 12PPDStpp in 4.1. Original reaction missed GPR and was removed
MALt5,iSFxv_1172,automatic,3.1,none
SALCHS2FEexs,iS_1188,automatic,3.1,Reaction imbalanced
SALCHS4FEexs,iS_1188,automatic,3.1,none
DHPTDCs,iS_1188,automatic,3.1,none
EX_guln__L_e,iDK1463,automatic,3.3,none
EX_ala_L_glu__L_e,iDK1463,automatic,3.3,none
EX_colipa_e,iDK1463,automatic,3.3,none
ALAASPtpp,iDK1463,automatic,3.3,none
EX_CE0074_e,iDK1463,automatic,3.3,none
AMPEP11,iDK1463,automatic,3.3,none
ALAGLNabcpp,iDK1463,automatic,3.3,none
ALAHIStpp,iDK1463,automatic,3.3,none
LALALTHRabcpp,iDK1463,automatic,3.3,none
GLYPROtex,iDK1463,automatic,3.3,none
EX_o16a4colipa_e,iDK1463,automatic,3.3,none
EX_4hoxpac_e,iDK1463,automatic,3.3,none
EX_udcpo4_e,iDK1463,automatic,3.3,none
EX_ala_L_leu__L_e,iDK1463,automatic,3.3,none
EX_gly_asn__L_e,iDK1463,automatic,3.3,none
SRBtex,iDK1463,automatic,3.3,none
ALATHRtpp,iDK1463,automatic,3.3,none
EX_2obut_e,iDK1463,automatic,3.3,none
EX_feroxB_e,iDK1463,automatic,3.3,none
EX_asn__D_e,iDK1463,automatic,3.3,none
EX_lipa_e,iDK1463,automatic,3.3,none
EX_ala_L_his__L_e,iDK1463,automatic,3.3,none
EX_kokdolipidA_e,iDK1463,automatic,3.3,none
EX_airs_e,iDK1463,automatic,3.3,none
GLYGLNtpp,iDK1463,automatic,3.3,none
EX_acon_C_e,iDK1463,automatic,3.3,none
GLYASPtpp,iDK1463,automatic,3.3,none
MTRI,iDK1463,automatic,3.3,none
GLYLMETtex,iDK1463,automatic,3.3,none
EX_gly_gln__L_e,iDK1463,automatic,3.3,none
EX_raffin_e,iDK1463,automatic,3.3,none
CELLB6PH,iDK1463,automatic,3.3,none
EX_colipap_e,iDK1463,automatic,3.3,none
ALAGLYtpp,iDK1463,automatic,3.3,none
ALALEUtpp,iDK1463,automatic,3.3,none
EX_asp__D_e,iDK1463,automatic,3.3,none
EX_tag__D_e,iDK1463,automatic,3.3,none
AMPEP24,iDK1463,automatic,3.3,none
AMPEP1,iDK1463,automatic,3.3,none
EX_gly_met__L_e,iDK1463,automatic,3.3,none
EX_3ntym_e,iDK1463,automatic,3.3,none
EX_cspg_c_e,iDK1463,automatic,3.3,none
EX_oxa_e,iDK1463,automatic,3.3,none
SUCCt3pp,iDK1463,automatic,3.3,none
MAN1PT,iDK1463,automatic,3.3,none
PYDXOR,iDK1463,automatic,3.3,none
EX_frmd_e,iDK1463,automatic,3.3,none
EX_salchs4_e,iDK1463,automatic,3.3,none
EX_gly_glu__L_e,iDK1463,automatic,3.3,none
EX_L_alagly_e,iDK1463,automatic,3.3,none
EX_feroxE_e,iDK1463,automatic,3.3,none
ALAGLNtpp,iDK1463,automatic,3.3,none
SCYSSL,iDK1463,automatic,3.3,none
