ID,Name,Reaction Formula,Gene Rules,Subsystem,Essentiality,LB,UB,FVA_min,FVA_max,RHEA,BioCyc,MetaNetX (MNX) Equation,KEGG Reaction,SEED Reaction,EC Number,Reactome Reaction
MGSA,Methylglyoxal synthase,dhap_c --> mthgxl_c + pi_c,CIW80_22805,Methylglyoxal Metabolism,Not essential,0.0,1000.0,0.0,-1.7216146463791072e-12,17940,META:METHGLYSYN-RXN,MNXR101551,R01016,rxn00748,4.2.3.3,
PPS,Phosphoenolpyruvate synthase,atp_c + h2o_c + pyr_c --> amp_c + 2.0 h_c + pep_c + pi_c,CIW80_01385,Glycolysis/Gluconeogenesis,Not essential,0.0,1000.0,0.0,-3.4432292927581954e-12,11367,META:PEPSYNTH-RXN,MNXR103140,R00199,rxn00147,2.7.9.2,
PGI,Glucose-6-phosphate isomerase,g6p_c <=> f6p_c,CIW80_15260,Glycolysis/Gluconeogenesis,Not essential,-1000.0,1000.0,13.141672187171581,19.999999999996557,,META:PGLUCISOM-RXN,MNXR102535,,,5.3.1.9,
PGK,Phosphoglycerate kinase,3pg_c + atp_c <=> 13dpg_c + adp_c,CIW80_08355,Glycolysis/Gluconeogenesis,Not essential,-1000.0,1000.0,-37.30247906952966,-35.01636979857042,14804,META:PHOSGLYPHOS-RXN,MNXR102538,R01512,rxn01100,2.7.2.3,R-XTR-71850
EDA,2-dehydro-3-deoxy-phosphogluconate aldolase,2ddg6p_c --> g3p_c + pyr_c,CIW80_02170,Pentose Phosphate Pathway,Not essential,0.0,1000.0,7.2629923941603405e-12,-4.17430173941402e-12,17092,META:KDPGALDOL-RXN,MNXR97897,R05605,rxn03884,4.1.2.55,
PGL,6-phosphogluconolactonase,6pgl_c + h2o_c --> 6pgc_c + h_c,CIW80_21825,Pentose Phosphate Pathway,Not essential,0.0,1000.0,1.3073386309488547e-11,6.858327812891472,12559,META:6PGLUCONOLACT-RXN,MNXR102539,R02035,rxn01476,3.1.1.31,R-XTR-71296
RPE,Ribulose 5-phosphate 3-epimerase,ru5p__D_c <=> xu5p__D_c,CIW80_11440,Pentose Phosphate Pathway,Not essential,-1000.0,1000.0,-0.8697279577493114,3.702490584168156,13680,META:RIBULP3EPIM-RXN,MNXR104083,R01529,rxn01116,5.1.3.1,R-XTR-71303
TALA,Transaldolase,g3p_c + s7p_c <=> e4p_c + f6p_c,CIW80_17715 or CIW80_06160,Pentose Phosphate Pathway,Not essential,-1000.0,1000.0,-19.245767996813303,2.0646658087714895,17056,META:TRANSALDOL-RXN,MNXR104715,R01827,,2.2.1.2,
TKT1,Transketolase,r5p_c + xu5p__D_c <=> g3p_c + s7p_c,CIW80_08430 or CIW80_06165,Pentose Phosphate Pathway,Not essential,-1000.0,1000.0,-0.22144346218559435,2.0646658087714878,,,MNXR104868,,,2.2.1.1,
G6PDA,Glucosamine-6-phosphate deaminase,gam6p_c + h2o_c --> f6p_c + nh4_c,CIW80_21365,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,-1.8512635808763007e-12,,,MNXR99905,R00765,rxn00552,3.5.99.6,
ALCD2x,Alcohol dehydrogenase (ethanol),etoh_c + nad_c <=> acald_c + h_c + nadh_c,CIW80_25140 or CIW80_00375,Pyruvate Metabolism,Not essential,-1000.0,1000.0,4.098257304400005e-11,0.0,25293,META:ALCOHOL-DEHYDROG-RXN,MNXR95725,R00754,rxn00543,1.1.1.71,R-XTR-71707
ALDD2y,"Aldehyde dehydrogenase (acetaldehyde, NADP)",acald_c + h2o_c + nadp_c --> ac_c + 2.0 h_c + nadph_c,CIW80_12645 or CIW80_09450 or CIW80_09415 or CIW80_20625 or CIW80_16675,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,-3.688497697296717e-12,25301,META:RXN0-3962,MNXR95750,R00711,rxn00507,1.2.1.5,
RMI,L-rhamnose isomerase,rmn_c <=> rml_c,CIW80_14520,Alternate Carbon Metabolism,Not essential,-1000.0,1000.0,1.3660857681333158e-11,0.0,23163,,MNXR104038,R02437,rxn01761,5.3.1.14,
EX_ura_e,Uracil exchange,ura_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-3.5128549498064895e-13,28622,META:TRANS-RXN0-560,MNXR105147,,rxn10993,,
EX_val__L_e,L-Valine exchange,val__L_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-9.22124424324209e-13,29706,META:TRANS-RXN0-269,MNXR105190,,rxn09375,,
EX_xan_e,Xanthine exchange,xan_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-1.6036946509986158e-13,,META:TRANS-RXN0-561,MNXR105226,,rxn09652,,
FMNAT,FMN adenylyltransferase,atp_c + fmn_c + h_c --> fad_c + ppi_c,CIW80_17795,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,0.00025004544699183353,0.0002500454469553391,17240,META:FADSYN-RXN,MNXR95501,R00161,rxn00122,2.7.7.2,R-XTR-196929
NADDP,NAD diphosphatase,h2o_c + nad_c --> amp_c + 2.0 h_c + nmn_c,CIW80_15045 or CIW80_05940,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,-9.22124424324203e-13,11803,META:NADPYROPHOSPHAT-RXN,MNXR101861,R00103,rxn05823,3.6.1.9,
NMNAT,Nicotinamide-nucleotide adenylyltransferase,atp_c + h_c + nmn_c --> nad_c + ppi_c,CIW80_17605 or CIW80_21215,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,1.024564326099984e-11,-9.22124424324203e-13,21363,META:2.7.7.1-RXN,MNXR95841,R00137,rxn00105,2.7.7.18,R-XTR-8939959
HMPK1,Hydroxymethylpyrimidine kinase (ATP),4ahmmp_c + atp_c --> 4ampm_c + adp_c + h_c,CIW80_04300 or CIW80_05975,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,0.0,,,MNXR143164,,rxn02484,2.7.1.49,
NDPK6,Nucleoside-diphosphate kinase (ATP:dUDP),atp_c + dudp_c <=> adp_c + dutp_c,CIW80_20510 or CIW80_06420,Nucleotide Salvage Pathway,Not essential,-1000.0,1000.0,-0.02933941328000575,-0.029339413304081564,28585,META:DUDPKIN-RXN,MNXR101938,R02331,rxn01678,2.7.4.6,
NDPK8,Nucleoside-diphosphate kinase (ATP:dADP),atp_c + dadp_c <=> adp_c + datp_c,CIW80_20510 or CIW80_06420,Nucleotide Salvage Pathway,Not essential,-1000.0,1000.0,2.0508628469277693e-11,-3.688497697296891e-12,27677,META:DADPKIN-RXN,MNXR101940,R01137,rxn00839,2.7.4.6,
PYNP2r,Pyrimidine-nucleoside phosphorylase (uracil),pi_c + uri_c <=> r1p_c + ura_c,CIW80_14115,Nucleotide Salvage Pathway,Not essential,-1000.0,1000.0,2.0387314320801053e-11,-1.8442488486484205e-12,24391,META:URPHOS-RXN,MNXR103377,R01876,rxn01366,2.4.2.3,
DURIPP,Deoxyuridine phosphorylase,duri_c + pi_c <=> 2dr1p_c + ura_c,CIW80_17565 or CIW80_17575,Nucleotide Salvage Pathway,Not essential,-1000.0,1000.0,1.0062356657277721e-11,-1.844248848648409e-12,22827,META:URA-PHOSPH-RXN,MNXR97818,R02484,rxn01799,2.4.2.4,
PTRCTA,Putrescine Transaminase,akg_c + ptrc_c --> 4abutn_c + glu__L_c,CIW80_09865,Arginine and Proline Metabolism,Not essential,0.0,1000.0,0.0,-9.221244243241995e-13,23819,META:PUTTRANSAM-RXN,MNXR103337,R01155,rxn07225,2.6.1.82,
CYSDS,Cysteine Desulfhydrase,cys__L_c + h2o_c --> h2s_c + nh4_c + pyr_c,CIW80_09435 or CIW80_13410,Cysteine Metabolism,Not essential,0.0,1000.0,0.0,-7.376995394593657e-13,24934,META:LCYSDESULF-RXN,MNXR96994,R00782,rxn00566,4.4.1.8,
TRPAS2,Tryptophanase (L-tryptophan),h2o_c + trp__L_c <=> indole_c + nh4_c + pyr_c,CIW80_13410,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",Not essential,-1000.0,1000.0,-0.0637369208205137,-0.06373692082345081,19556,META:TRYPTOPHAN-RXN,MNXR104941,R00673,rxn00473,4.1.99.1,
NDP3,Nucleoside diphosphatase  GDP ,gdp_c + h2o_c --> gmp_c + h_c + pi_c,CIW80_24290 or CIW80_12785,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-1.8442488486484108e-12,22159,META:GUANOSINE-DIPHOSPHATASE-RXN,MNXR101928,R00328,rxn00236,3.6.1.6,
CDPPH,CDP phosphohydrolase,cdp_c + h2o_c --> cmp_c + h_c + pi_c,CIW80_12785,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-1.8442488486484124e-12,,META:RXN-12198,MNXR96559,R00514,rxn00366,3.6.1.6,
NDP7,Nucleoside diphosphatase  UDP ,h2o_c + udp_c --> h_c + pi_c + ump_c,CIW80_12785,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-1.844248848648404e-12,,META:RXN-12197,MNXR101931,R00155,rxn00116,3.6.1.9,
EX_co2_e,CO2 exchange,co2_e <=> ,,Extracellular exchange,Not essential,-1000,1000.0,12.495117088031302,17.067335629871742,,META:TRANS-RXN0-545,MNXR96810,,rxn09876,,R-XTR-1247645
PMDPHT,Pyrimidine phosphatase,5aprbu_c + h2o_c --> 4r5au_c + pi_c,CIW80_22225 or CIW80_13940,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,0.0005000908939836416,0.0005000908939213825,25200,META:RIBOPHOSPHAT-RXN,MNXR96145,R07280,rxn05039,3.1.3.104,
ILETA,Isoleucine transaminase,akg_c + ile__L_c <=> 3mop_c + glu__L_c,CIW80_13715,"Valine, Leucine, and Isoleucine Metabolism",Essential,-1000.0,1000.0,-0.32576436622579324,-0.3257643662290719,24804,META:BRANCHED-CHAINAMINOTRANSFERILEU-RXN,MNXR96228,R02199,rxn01575,2.6.1.42,
VALTA,Valine transaminase,akg_c + val__L_c <=> 3mob_c + glu__L_c,CIW80_13715,"Valine, Leucine, and Isoleucine Metabolism",Not essential,-1000.0,1000.0,-1000.0,998.8731068408098,24816,META:BRANCHED-CHAINAMINOTRANSFERVAL-RXN,MNXR96230,R01214,rxn00903,2.6.1.6,
ORPT,Orotate phosphoribosyltransferase,orot5p_c + ppi_c <=> orot_c + prpp_c,CIW80_12910,Purine and Pyrimidine Biosynthesis,Essential,-1000.0,1000.0,-0.3709138279716877,-0.3709138279715482,10383,META:OROPRIBTRANS-RXN,MNXR102231,R01870,rxn01362,2.4.2.10,R-XTR-73567
RBFSa,Riboflavin synthase,4r5au_c + db4p_c --> dmlz_c + 2.0 h2o_c + pi_c,CIW80_20190,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,0.0010001817879672274,0.0010001817880371188,,,MNXR97501,R04457,rxn03080,2.5.1.9,
DHAD2,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)",23dhmp_c --> 3mop_c + h2o_c,CIW80_13720,"Valine, Leucine, and Isoleucine Metabolism",Essential,0.0,1000.0,0.325764366229061,0.3257643662292353,27697,META:DIHYDROXYMETVALDEHYDRAT-RXN,MNXR97359,R05070,,4.2.1.9,
G1PP,Glucose-1-phosphatase,g1p_c + h2o_c --> glc__D_c + pi_c,CIW80_05400 or CIW80_14405 or CIW80_13345,Glycolysis/Gluconeogenesis,Not essential,0.0,1000.0,0.0,1.021736635994659e-12,19936,META:RXN-17330,MNXR99844,R00304,rxn00221,3.1.3.10,
PFL,Pyruvate formate lyase,coa_c + pyr_c --> accoa_c + for_c,(CIW80_22525 and CIW80_22530) or (CIW80_22525 and CIW80_10060) or (CIW80_14785 and CIW80_14790) or ((CIW80_22525 and CIW80_22530) and CIW80_06720),Pyruvate Metabolism,Not essential,0.0,1000.0,10.776941180934994,19.9213782648024,11847,META:PYRUVFORMLY-RXN,MNXR102514,R00212,rxn00157,2.3.1.54,
FRD2,Fumarate reductase,fum_c + mql8_c --> mqn8_c + succ_c,CIW80_16090 and CIW80_16085 and CIW80_16095 and CIW80_16100,Citric Acid Cycle,Not essential,0.0,1000.0,0.0,39.99860961276534,29218,,MNXR99637,,rxn08527,,
FRD3,Fumarate reductase,2dmmql8_c + fum_c --> 2dmmq8_c + succ_c,CIW80_16090 and CIW80_16085 and CIW80_16095 and CIW80_16100,Citric Acid Cycle,Not essential,0.0,1000.0,0.0,39.62514150888279,,,MNXR99639,,rxn08528,1.3.99.1,
POX,Pyruvate oxidase,h2o_c + pyr_c + q8_c --> ac_c + co2_c + q8h2_c,CIW80_22365,Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0,6.607608247625238e-13,29170,,MNXR103067,,rxn09167,,
PTAr,Phosphotransacetylase,accoa_c + pi_c <=> actp_c + coa_c,CIW80_05420 or CIW80_06120,Pyruvate Metabolism,Not essential,-1000.0,1000.0,20.18678879893816,22.472898069906716,19524,META:PHOSACETYLTRANS-RXN,MNXR103319,R00230,rxn00173,2.3.1.8,
ACKr,Acetate kinase,ac_c + atp_c <=> actp_c + adp_c,CIW80_05415 or CIW80_02165 or CIW80_10065,Pyruvate Metabolism,Not essential,-1000.0,1000.0,-22.472898069906574,-20.186788798938373,11355,META:ACETATEKIN-RXN,MNXR95269,R00315,rxn00225,2.7.2.15,
EX_hxan_e,Hypoxanthine exchange,hxan_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,9.439440353750439e-14,,META:TRANS-RXN0-579,MNXR100749,,rxn10143,,
EX_ile__L_e,L-Isoleucine exchange,ile__L_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,1.8501303093350668e-13,,,MNXR100824,,rxn13323,,
EX_lac__L_e,L-Lactate exchange,lac__L_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-5.208158245277633e-13,34990,,MNXR100999,,rxn11016,,
EX_leu__L_e,L-Leucine exchange,leu__L_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-4.809626476986959e-13,,META:RXN66-447,MNXR101057,,rxn11003,,
EX_no3_e,Nitrate exchange,no3_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,0.0,34926,,MNXR101992,,rxn10935,,
EX_orn_e,Ornithine exchange,orn_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-2.977387819087212e-13,,META:TRANS-RXN-230,MNXR102223,,rxn10824,,
EX_pro__L_e,L-Proline exchange,pro__L_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-3.677949658872446e-13,,,MNXR103213,,rxn11339,,
EX_pyr_e,Pyruvate exchange,pyr_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-2.0841714733610273e-12,,META:TRANS-RXN0-570,MNXR103384,,rxn10929,,
EX_succ_e,Succinate exchange,succ_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-1.563128605020589e-12,,META:TRANS-RXN0-552,MNXR104619,,rxn10952,,
EX_thymd_e,Thymidine exchange,thymd_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-1.4540731209495824e-13,,,MNXR104821,,rxn10916,,
EX_tyr__L_e,L-Tyrosine exchange,tyr__L_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-1.8947013394191324e-13,,META:RXN66-446,MNXR105002,,rxn10974,,
MOAT,3-deoxy-D-manno-octulosonic acid transferase,ckdo_c + lipidA_c --> cmp_c + h_c + kdolipid4_c,CIW80_12865,Lipopolysaccharide Biosynthesis / Recycling,Essential,0.0,1000.0,0.021815624290011014,0.021815624289990624,28069,META:KDOTRANS-RXN,MNXR101683,R04658,rxn03182,2.4.99.12,
UDCPDPS,Undecaprenyl diphosphate synthase,frdp_c + 8.0 ipdp_c --> 8.0 ppi_c + udcpdp_c,CIW80_18635,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,6.167040172443492e-05,6.16704017244315e-05,,META:RXN-9138,MNXR105043,,,2.5.1.M1,
USHD,UDP-sugar hydrolase,h2o_c + u23ga_c --> 2.0 h_c + lipidX_c + ump_c,CIW80_20755,Lipopolysaccharide Biosynthesis / Recycling,Essential,0.0,1000.0,0.021815624290011017,0.021815624289991314,25216,META:LIPIDXSYNTHESIS-RXN,MNXR105170,R04549,rxn03130,3.6.1.54,
LPADSS,Lipid A disaccaride synthase,lipidX_c + u23ga_c --> h_c + lipidAds_c + udp_c,CIW80_18675,Lipopolysaccharide Biosynthesis / Recycling,Essential,0.0,1000.0,0.02181562429001101,0.021815624289991314,22671,META:LIPIDADISACCHARIDESYNTH-RXN,MNXR101119,R04606,rxn03159,2.4.1.182,
TDSK,Tetraacyldisaccharide 4'kinase,atp_c + lipidAds_c --> adp_c + h_c + lipidA_c,CIW80_22590,Lipopolysaccharide Biosynthesis / Recycling,Essential,0.0,1000.0,0.021815624290011014,0.021815624289991314,20703,META:TETRAACYLDISACC4KIN-RXN,MNXR104762,R04657,rxn03181,2.7.1.130,
EX_btn_e,Biotin exchange,btn_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,0.0,28461,META:TRANS-RXN0-240,MNXR96333,,,,
EX_ptrc_e,Putrescine exchange,ptrc_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-2.842052009128678e-13,,,MNXR103339,,rxn13393,,
EX_spmd_e,Spermidine exchange,spmd_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-2.842052009128682e-13,35042,,MNXR104495,,rxn13397,,
EX_thym_e,Thymine exchange,thym_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-2.2330408643154193e-13,,META:TRANS-RXN0-524,MNXR104853,,rxn09309,,
EX_xtsn_e,Xanthosine exchange,xtsn_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-1.0597482067937522e-13,,,MNXR105247,,rxn09382,,
NTPP1,Nucleoside triphosphate pyrophosphorylase (dgtp),dgtp_c + h2o_c --> dgmp_c + h_c + ppi_c,CIW80_18205 or CIW80_07590,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-7.815643025103856e-13,28365,META:RXN0-385,MNXR102049,R01855,rxn01351,3.6.1.9,
NTPP2,Nucleoside triphosphate pyrophosphorylase (gtp),gtp_c + h2o_c --> gmp_c + h_c + ppi_c,CIW80_18205 or CIW80_07590,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-7.81564302510393e-13,29394,META:RXN-14140,MNXR102052,R00426,rxn00301,3.6.1.9,
NTPTP1,Nucleoside triphosphate tripolyhydrolase,dgtp_c + h2o_c --> dgsn_c + pppi_c,CIW80_18565,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-7.815643025103863e-13,15196,META:DGTPTRIPHYDRO-RXN,MNXR102057,R01856,rxn01352,3.1.5.1,
NTPTP2,Nucleoside triphosphate tripolyhydrolase,gtp_c + h2o_c --> gsn_c + pppi_c,CIW80_18565,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-5.210428683402582e-13,30562,,MNXR102058,,rxn09016,,
IPMD,3-isopropylmalate dehydrogenase,3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c,CIW80_18070,"Valine, Leucine, and Isoleucine Metabolism",Essential,0.0,1000.0,0.5051714138056616,0.5051714138051978,10895,META:3-ISOPROPYLMALDEHYDROG-RXN,MNXR100878,R04426,rxn03062,1.1.1.85,
AIRC3,Phosphoribosylaminoimidazole carboxylase (mutase rxn),5aizc_c <=> 5caiz_c,CIW80_20740,Purine and Pyrimidine Biosynthesis,Essential,-1000.0,1000.0,-0.5021024703598288,-0.5021024703599338,13196,META:RXN0-743,MNXR95645,R07405,rxn05115,5.4.99.18,
ADSL2r,Adenylosuccinate lyase,25aics_c <=> aicar_c + fum_c,CIW80_24275,Purine and Pyrimidine Biosynthesis,Essential,-1000.0,1000.0,0.50210247035971,0.5021024703598107,23923,META:AICARSYN-RXN,MNXR108966,R04559,,4.3.2.2,R-XTR-73800
EX_fe2_e,Fe2+ exchange,fe2_e <=> ,,Extracellular exchange,Not essential,-1000,1000.0,-0.009253924104828072,-0.009253924106262627,28489,META:TRANS-RXN-8,MNXR99505,,rxn13286,,
PUNP5,Purine-nucleoside phosphorylase (Inosine),ins_c + pi_c <=> hxan_c + r1p_c,CIW80_05915 or CIW80_17575,Nucleotide Salvage Pathway,Not essential,-1000.0,1000.0,-3.034389886415192e-12,-7.815643025103849e-13,27649,META:INOPHOSPHOR-RXN,MNXR103347,R01863,rxn01358,2.4.2.15,R-GGA-421174
PUNP6,Purine-nucleoside phosphorylase (Deoxyinosine),din_c + pi_c <=> 2dr1p_c + hxan_c,CIW80_17575 or CIW80_05915,Nucleotide Salvage Pathway,Not essential,-1000.0,1000.0,0.0,-3.126257210041602e-12,27753,META:DEOXYINOPHOSPHOR-RXN,MNXR103348,R02748,rxn01985,2.4.2.4,
PUNP7,Purine-nucleoside phosphorylase (Xanthosine),pi_c + xtsn_c <=> r1p_c + xan_c,CIW80_05915,Nucleotide Salvage Pathway,Not essential,-1000.0,1000.0,-1.5171949432075672e-12,-7.815643025103922e-13,27641,META:XANTHOSINEPHOSPHORY-RXN,MNXR103349,R02297,rxn01649,2.4.2.1,
RNDR1,Ribonucleoside-diphosphate reductase (ADP),adp_c + trdrd_c --> dadp_c + h2o_c + trdox_c,(CIW80_06740 and (CIW80_05120 and CIW80_05125)) or (CIW80_13765 and (CIW80_05120 and CIW80_05125)),Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-3.1262572100414828e-12,,META:ADPREDUCT-RXN,MNXR104060,R02017,rxn05231,1.17.4.1,
RNDR3,Ribonucleoside-diphosphate reductase (CDP),cdp_c + trdrd_c --> dcdp_c + h2o_c + trdox_c,(CIW80_13765 and (CIW80_05120 and CIW80_05125)) or (CIW80_06740 and (CIW80_05120 and CIW80_05125)),Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-3.1262572100415716e-12,,META:CDPREDUCT-RXN,MNXR104064,R02024,rxn06076,1.17.4.1,
RNDR4,Ribonucleoside-diphosphate reductase (UDP),trdrd_c + udp_c --> dudp_c + h2o_c + trdox_c,(CIW80_13765 and (CIW80_05120 and CIW80_05125)) or ((CIW80_05120 and CIW80_05125) and CIW80_06740),Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-3.126257210041506e-12,,META:UDPREDUCT-RXN,MNXR104066,R02018,rxn06075,1.17.4.1,
TMDS,Thymidylate synthase,dump_c + mlthf_c --> dhf_c + dtmp_c,CIW80_07940,Nucleotide Salvage Pathway,Essential,0.0,1000.0,0.029339413300392084,0.02933941330016976,12107,,MNXR104889,R02101,,2.1.1.45,
TMDK1,Thymidine kinase (ATP:thymidine),atp_c + thymd_c --> adp_c + dtmp_c + h_c,CIW80_25130,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-1.5631286050207793e-12,19132,META:THYKI-RXN,MNXR104885,R01567,rxn01143,2.7.1.21,R-XTR-73632
PPCDC,Phosphopantothenoylcysteine decarboxylase,4ppcys_c + h_c --> co2_c + pan4p_c,CIW80_12895,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,0.0007557427411302646,0.0007557427410943723,16796,META:P-PANTOCYSDECARB-RXN,MNXR103098,R03269,rxn02341,4.1.1.36,R-XTR-196840
FTHFD,Formyltetrahydrofolate deformylase,10fthf_c + h2o_c --> for_c + h_c + thf_c,CIW80_25100,Folate Metabolism,Not essential,0.0,1000.0,0.0,-1.5631286050207743e-12,19836,,MNXR99669,R00944,,3.5.1.10,
EX_glc__D_e,D-Glucose exchange,glc__D_e <=> ,,Extracellular exchange,Essential,-20,1000.0,-20.0,-20.000000000000522,,META:TRANS-RXN0-574,MNXR100188,,rxn09875,,
EDD,6-phosphogluconate dehydratase,6pgc_c --> 2ddg6p_c + h2o_c,CIW80_02175,Pentose Phosphate Pathway,Not essential,0.0,1000.0,0.0,-3.126257210041635e-12,17280,META:PGLUCONDEHYDRAT-RXN,MNXR97898,R02036,rxn01477,4.2.1.12,
DHQTi,"3-dehydroquinate dehydratase, irreversible",3dhq_c --> 3dhsk_c + h2o_c,CIW80_01335,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",Essential,0.0,1000.0,0.4273411242693627,0.42734112426918713,21099,META:3-DEHYDROQUINATE-DEHYDRATASE-RXN,MNXR97449,R03084,rxn02213,4.2.1.10,
PUNP1,Purine-nucleoside phosphorylase (Adenosine),adn_c + pi_c <=> ade_c + r1p_c,CIW80_17575,Nucleotide Salvage Pathway,Not essential,-1000.0,1000.0,-0.0007546214632258365,-0.000754621462682478,27645,META:ADENPHOSPHOR-RXN,MNXR103343,R01561,rxn01138,2.4.2.1,
PUNP2,Purine-nucleoside phosphorylase (Deoxyadenosine),dad_2_c + pi_c <=> 2dr1p_c + ade_c,CIW80_17575,Nucleotide Salvage Pathway,Not essential,-1000.0,1000.0,-3.867916481553983e-12,-1.5631286050207388e-12,27745,META:DEOXYADENPHOSPHOR-RXN,MNXR103344,R02557,rxn01859,2.4.2.1,
PUNP3,Purine-nucleoside phosphorylase (Guanosine),gsn_c + pi_c <=> gua_c + r1p_c,CIW80_05915 or CIW80_17575,Nucleotide Salvage Pathway,Not essential,-1000.0,1000.0,-1.9339582407769703e-12,-1.5631286050207184e-12,13236,META:RXN0-5199,MNXR103345,R02147,rxn01548,2.4.2.15,
LYSAM,"Lysine 2,3-aminomutase",lys__L_c <=> 36dahx_c,CIW80_16050,Threonine and Lysine Metabolism,Not essential,-1000.0,1000.0,0.0,0.0,19180,META:LYSINE-23-AMINOMUTASE-RXN,MNXR101254,R00461,rxn00321,5.4.3.2,
DHAD1,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)",23dhmb_c --> 3mob_c + h2o_c,CIW80_13720,"Valine, Leucine, and Isoleucine Metabolism",Essential,0.0,1000.0,0.9804102571743837,0.9804102571737399,24812,META:DIHYDROXYISOVALDEHYDRAT-RXN,MNXR97358,R04441,,4.2.1.9,
IPPMIa,3-isopropylmalate dehydratase,3c2hmp_c <=> 2ippm_c + h2o_c,CIW80_18060 and CIW80_18065,"Valine, Leucine, and Isoleucine Metabolism",Essential,-1000.0,1000.0,-0.5051714138062738,-0.5051714138056788,10679,META:RXN-8991,MNXR100827,R04001,rxn02811,4.2.1.33,
EX_alltn_e,Allantoin exchange,alltn_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-6.976261622943733e-13,,META:TRANS-RXN0-557,MNXR95771,,rxn09698,,
G3PD7,Glycerol-3-phosphate dehydrogenase (demethylmenaquinone-8),2dmmq8_c + glyc3p_c --> 2dmmql8_c + dhap_c,CIW80_05160 and CIW80_05155 and CIW80_05150,Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0,-1.6756766569540925e-12,,,MNXR99882,,rxn08558,1.1.99.5,
NADH9,NADH dehydrogenase (demethylmenaquinone-8 & 0 protons),2dmmq8_c + h_c + nadh_c --> 2dmmql8_c + nad_c,CIW80_24155 or CIW80_22980 or CIW80_17915 or CIW80_13435,Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0,-2.792794428256816e-12,30510,,MNXR101876,,rxn08976,,
NADH10,NADH dehydrogenase (menaquinone-8 & 0 protons),h_c + mqn8_c + nadh_c --> mql8_c + nad_c,CIW80_24155 or CIW80_13435 or CIW80_17915 or CIW80_22980,Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0,-2.7927944282567797e-12,29246,,MNXR101863,,rxn08971,,
MDH,Malate dehydrogenase,mal__L_c + nad_c <=> h_c + nadh_c + oaa_c,CIW80_10630,Citric Acid Cycle,Not essential,-1000.0,1000.0,-1.2817329612841801,1.1692618464510967,21435,META:MALATE-DEH-RXN,MNXR101439,R00342,rxn00248,1.1.1.37,R-XTR-71783
