ID,Name,Charge,Compartment,Elements,Formula,Formula weight,Reactions,Annotation
ribflv_p,Riboflavin C17H20N4O6,0,p,"{'C': 17, 'H': 20, 'N': 4, 'O': 6}",C17H20N4O6,376.36389999999994,frozenset({<Reaction ACP1p at 0x16b295a2f88>}),"{'Human Metabolome Database': ['HMDB00244'], 'bigg.metabolite': ['ribflv'], 'biocyc': ['META:RIBOFLAVIN'], 'chebi': ['CHEBI:8843'], 'hmdb': ['HMDB00244'], 'inchi_key': ['AUNGANRZJHBGPY-SCRDCRAPSA-M'], 'inchikey': ['AUNGANRZJHBGPY-SCRDCRAPSA-M'], 'kegg.compound': ['C00255'], 'kegg.drug': ['D00050'], 'metanetx.chemical': ['MNXM270'], 'reactome': ['R-ALL-3165253'], 'reactome.compound': ['3165253', '196931'], 'sabiork': ['1996'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00220']}"
dms_e,Dimethyl sulfide,0,e,"{'C': 2, 'H': 6, 'S': 1}",C2H6S,62.13404,"frozenset({<Reaction DMStex at 0x16b288cccc8>, <Reaction EX_dms_e at 0x16b28a8d548>})","{'Human Metabolome Database': ['HMDB02303'], 'bigg.metabolite': ['dms'], 'biocyc': ['META:CPD-7670'], 'chebi': ['CHEBI:4611'], 'envipath': ['32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/26c081a5-2c2d-4e64-bd11-0d80376989ba'], 'hmdb': ['HMDB02303'], 'inchi_key': ['QMMFVYPAHWMCMS-UHFFFAOYSA-N'], 'inchikey': ['QMMFVYPAHWMCMS-UHFFFAOYSA-N'], 'kegg.compound': ['C00580'], 'metanetx.chemical': ['MNXM444'], 'sabiork': ['2104'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00450']}"
pgp141_c,"Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)",-3,c,"{'C': 34, 'H': 61, 'O': 13, 'P': 2}",C34H61O13P2,739.787862,"frozenset({<Reaction PGSA141 at 0x16b28da4288>, <Reaction PGP141abcpp at 0x16b28f17388>, <Reaction PGPP141 at 0x16b28f3f048>})","{'bigg.metabolite': ['pgp141'], 'metanetx.chemical': ['MNXM5271'], 'sbo': 'SBO:0000247'}"
cysi__L_c,L Cystine C6H12N2O4S2,0,c,"{'C': 6, 'H': 12, 'N': 2, 'O': 4, 'S': 2}",C6H12N2O4S2,240.30048,"frozenset({<Reaction CYSIabcpp at 0x16b29965988>, <Reaction CYSItpp at 0x16b2943ea48>})","{'Human Metabolome Database': ['HMDB00192'], 'bigg.metabolite': ['cysi__L'], 'biocyc': ['META:CYSTINE'], 'chebi': ['CHEBI:63163'], 'hmdb': ['HMDB00192'], 'inchi_key': ['LEVWYRKDKASIDU-IMJSIDKUSA-N'], 'inchikey': ['LEVWYRKDKASIDU-IMJSIDKUSA-N'], 'kegg.compound': ['C00491'], 'kegg.drug': ['D03636'], 'metanetx.chemical': ['MNXM927'], 'sabiork': ['2060'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00381']}"
fpram_c,2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,-1,c,"{'C': 8, 'H': 15, 'N': 3, 'O': 8, 'P': 1}",C8H15N3O8P,312.19376100000005,"frozenset({<Reaction PRAIS at 0x16b28b1ef88>, <Reaction PRFGS at 0x16b280c13c8>})","{'Human Metabolome Database': ['HMDB06211'], 'bigg.metabolite': ['fpram'], 'chebi': ['CHEBI:971'], 'hmdb': ['HMDB06211'], 'inchi_key': ['PMCOGCVKOAOZQM-ZRTZXPPTSA-M'], 'inchikey': ['PMCOGCVKOAOZQM-ZRTZXPPTSA-M'], 'metanetx.chemical': ['MNXM479745'], 'reactome': ['R-ALL-111369'], 'reactome.compound': ['111369'], 'sbo': 'SBO:0000247'}"
f1p_c,D-Fructose 1-phosphate,-2,c,"{'C': 6, 'H': 11, 'O': 9, 'P': 1}",C6H11O9P,258.119901,"frozenset({<Reaction FRUK at 0x16b27f3ddc8>, <Reaction FRUptspp at 0x16b283853c8>, <Reaction F1PP at 0x16b295a25c8>})","{'bigg.metabolite': ['f1p'], 'biocyc': ['META:D-fructofuranose-1-phosphate'], 'chebi': ['CHEBI:58674'], 'inchi_key': ['RHKKZBWRNHGJEZ-VRPWFDPXSA-L'], 'inchikey': ['RHKKZBWRNHGJEZ-VRPWFDPXSA-L'], 'kegg.compound': ['C01094'], 'metanetx.chemical': ['MNXM145568'], 'sabiork': ['1458', '1351'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00802']}"
dsbard_p,Periplasmic protein disulfide isomerase I (reduced),0,p,"{'X': 1, 'H': 2}",XH2,,"frozenset({<Reaction DSBAO2 at 0x16b28fe2c48>, <Reaction DSBAO1 at 0x16b28fe1748>})","{'bigg.metabolite': ['dsbard'], 'metanetx.chemical': ['MNXM12618'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd15447']}"
thr__L_c,L-Threonine,0,c,"{'C': 4, 'H': 9, 'N': 1, 'O': 3}",C4H9NO3,119.11916,"frozenset({<Reaction BIOMASS_Ec_iML1515_core_75p37M at 0x16b2952be08>, <Reaction THRt2rpp at 0x16b294f9c48>, <Reaction BIOMASS_Ec_iML1515_WT_75p37M at 0x16b29555648>, <Reaction AMPEP22 at 0x16b298f3248>, <Reaction THRTRS at 0x16b29607e88>, <Reaction BIOMASS_EcN_iHM1533_core_59p80M at 0x16b299afa88>, <Reaction THRD at 0x16b27cea2c8>, <Reaction THRabcpp at 0x16b27d6bec8>, <Reaction THRt2pp at 0x16b29136708>, <Reaction THRA at 0x16b291f5308>, <Reaction THRt4pp at 0x16b28262348>, <Reaction THRD_L at 0x16b2894a188>, <Reaction THRS at 0x16b27f109c8>})","{'Human Metabolome Database': ['HMDB00167'], 'bigg.metabolite': ['thr__L'], 'biocyc': ['META:THR'], 'chebi': ['CHEBI:6308'], 'envipath': ['32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/b570a573-71c2-4661-a517-6ac1b121dc59'], 'hmdb': ['HMDB00167'], 'inchi_key': ['AYFVYJQAPQTCCC-GBXIJSLDSA-N'], 'inchikey': ['AYFVYJQAPQTCCC-GBXIJSLDSA-N'], 'kegg.compound': ['C00188'], 'kegg.drug': ['D00041'], 'metanetx.chemical': ['MNXM142'], 'reactome': ['R-ALL-379706'], 'reactome.compound': ['352000', '351990', '379706'], 'sabiork': ['76', '27463'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00161']}"
dcyt_p,Deoxycytidine,0,p,"{'C': 9, 'H': 13, 'N': 3, 'O': 4}",C9H13N3O4,227.21722000000003,"frozenset({<Reaction DCYTt2pp at 0x16b283b9e88>, <Reaction NTD3pp at 0x16b287922c8>, <Reaction DCYTtex at 0x16b289a2048>})","{'Human Metabolome Database': ['HMDB00014'], 'bigg.metabolite': ['dcyt'], 'biocyc': ['META:DEOXYCYTIDINE'], 'chebi': ['CHEBI:4407'], 'hmdb': ['HMDB00014'], 'inchi_key': ['CKTSBUTUHBMZGZ-SHYZEUOFSA-N'], 'inchikey': ['CKTSBUTUHBMZGZ-SHYZEUOFSA-N'], 'kegg.compound': ['C00881'], 'metanetx.chemical': ['MNXM704'], 'reactome': ['R-ALL-500829'], 'reactome.compound': ['500829'], 'sabiork': ['2178'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00654']}"
2ddglcn_c,2-Dehydro-3-deoxy-D-gluconate,-1,c,"{'C': 6, 'H': 9, 'O': 6}",C6H9O6,177.13206,"frozenset({<Reaction MNNH at 0x16b27d77888>, <Reaction DDGLCNt2rpp at 0x16b283c9bc8>, <Reaction ALTRH at 0x16b27d827c8>, <Reaction DDGLK at 0x16b27d8c908>})","{'bigg.metabolite': ['2ddglcn'], 'biocyc': ['META:2-DEHYDRO-3-DEOXY-D-GLUCONATE'], 'chebi': ['CHEBI:57990'], 'inchi_key': ['WPAMZTWLKIDIOP-WVZVXSGGSA-M'], 'inchikey': ['WPAMZTWLKIDIOP-WVZVXSGGSA-M'], 'kegg.compound': ['C00204'], 'lipidmaps': ['LMFA01050475'], 'metanetx.chemical': ['MNXM440'], 'sabiork': ['1973', '21127'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00176']}"
fum_p,Fumarate,-2,p,"{'C': 4, 'H': 2, 'O': 4}",C4H2O4,114.05628,"frozenset({<Reaction SUCFUMtpp at 0x16b2819e408>, <Reaction FUMt1pp at 0x16b29519a08>, <Reaction FUMt2_3pp at 0x16b28395e08>, <Reaction FUMtex at 0x16b28426088>, <Reaction FUMt2_2pp at 0x16b28395dc8>})","{'Human Metabolome Database': ['HMDB00134'], 'bigg.metabolite': ['fum'], 'biocyc': ['META:FUM'], 'chebi': ['CHEBI:5190'], 'envipath': ['32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/709035ec-4868-4de8-9095-06428f6be14b'], 'hmdb': ['HMDB00134'], 'inchi_key': ['VZCYOOQTPOCHFL-OWOJBTEDSA-L'], 'inchikey': ['VZCYOOQTPOCHFL-OWOJBTEDSA-L'], 'kegg.compound': ['C00122'], 'kegg.drug': ['D02308'], 'metanetx.chemical': ['MNXM93'], 'reactome': ['R-ALL-29586'], 'reactome.compound': ['113588', '29586'], 'sabiork': ['1910'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00106']}"
galctn__L_e,L-Galactonate,-1,e,"{'C': 6, 'H': 11, 'O': 7}",C6H11O7,195.14733999999999,"frozenset({<Reaction GALCTNLtex at 0x16b29111f08>, <Reaction EX_galctn__L_e at 0x16b29111f88>})","{'bigg.metabolite': ['galctn__L'], 'biocyc': ['META:CPD0-1083'], 'chebi': ['CHEBI:53071'], 'inchi_key': ['RGHNJXZEOKUKBD-RSJOWCBRSA-M'], 'inchikey': ['RGHNJXZEOKUKBD-RSJOWCBRSA-M'], 'kegg.compound': ['C15930'], 'metanetx.chemical': ['MNXM636'], 'sabiork': ['24860'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd14659']}"
btn_e,Biotin,-1,e,"{'C': 10, 'H': 15, 'N': 2, 'O': 3, 'S': 1}",C10H15N2O3S,243.3027,"frozenset({<Reaction BTNtex at 0x16b2937b608>, <Reaction EX_btn_e at 0x16b27c3e7c8>})","{'Human Metabolome Database': ['HMDB00030'], 'bigg.metabolite': ['btn'], 'biocyc': ['META:BIOTIN'], 'chebi': ['CHEBI:57586'], 'hmdb': ['HMDB00030'], 'inchi_key': ['YBJHBAHKTGYVGT-ZKWXMUAHSA-M'], 'inchikey': ['YBJHBAHKTGYVGT-ZKWXMUAHSA-M'], 'kegg.compound': ['C00120'], 'kegg.drug': ['D00029'], 'metanetx.chemical': ['MNXM304'], 'reactome': ['R-ALL-29582'], 'reactome.compound': ['199238', '29582', '199207'], 'sabiork': ['1936'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00104']}"
pydxn_p,Pyridoxine,0,p,"{'C': 8, 'H': 11, 'N': 1, 'O': 3}",C8H11NO3,169.17784,"frozenset({<Reaction PYDXNtex at 0x16b293b8388>, <Reaction PYDXNtpp at 0x16b293b9e48>})","{'Human Metabolome Database': ['HMDB02075'], 'bigg.metabolite': ['pydxn'], 'biocyc': ['META:PYRIDOXINE'], 'chebi': ['CHEBI:8671'], 'envipath': ['32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/344a84bd-2fbd-4e3b-903e-556786d111e2'], 'hmdb': ['HMDB02075', 'HMDB00239'], 'inchi_key': ['LXNHXLLTXMVWPM-UHFFFAOYSA-N'], 'inchikey': ['LXNHXLLTXMVWPM-UHFFFAOYSA-N'], 'kegg.compound': ['C00314'], 'kegg.drug': ['D08454'], 'metanetx.chemical': ['MNXM419'], 'reactome': ['R-ALL-965053'], 'reactome.compound': ['965053'], 'sabiork': ['2015'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00263']}"
ocdcea_e,Octadecenoate (n-C18:1),-1,e,"{'C': 18, 'H': 33, 'O': 2}",C18H33O2,281.45342,"frozenset({<Reaction EX_ocdcea_e at 0x16b281cb1c8>, <Reaction OCDCEAtexi at 0x16b29676348>})","{'Human Metabolome Database': ['HMDB02066'], 'bigg.metabolite': ['ocdcea'], 'biocyc': ['META:OLEATE-CPD'], 'chebi': ['CHEBI:7741'], 'hmdb': ['HMDB00207', 'HMDB02066'], 'inchi_key': ['ZQPPMHVWECSIRJ-KTKRTIGZSA-M'], 'inchikey': ['ZQPPMHVWECSIRJ-KTKRTIGZSA-M'], 'kegg.compound': ['C00712'], 'kegg.drug': ['D02315'], 'lipidmaps': ['LMFA01030810'], 'metanetx.chemical': ['MNXM306'], 'sabiork': ['2139', '28897'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00536'], 'slm': ['000000418']}"
preq0_c,7-cyano-7-carbaguanine,0,c,"{'C': 7, 'H': 5, 'N': 5, 'O': 1}",C7H5N5O,175.1475,"frozenset({<Reaction CDGR at 0x16b292b2bc8>, <Reaction CCGS at 0x16b2927f1c8>})","{'bigg.metabolite': ['preq0'], 'biocyc': ['META:7-CYANO-7-DEAZAGUANINE'], 'chebi': ['CHEBI:677358'], 'inchi_key': ['FMKSMYDYKXQYRV-UHFFFAOYSA-N'], 'inchikey': ['FMKSMYDYKXQYRV-UHFFFAOYSA-N'], 'kegg.compound': ['C15996'], 'metanetx.chemical': ['MNXM2207'], 'sabiork': ['28950'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd14718']}"
tyr__L_p,L-Tyrosine,0,p,"{'C': 9, 'H': 11, 'N': 1, 'O': 3}",C9H11NO3,181.18854,"frozenset({<Reaction TYRt2rpp at 0x16b28247208>, <Reaction TYRtipp at 0x16b293ee288>, <Reaction TYRtex at 0x16b2849e8c8>, <Reaction TYRPpp at 0x16b286517c8>})","{'Human Metabolome Database': ['HMDB00647'], 'bigg.metabolite': ['tyr__L'], 'biocyc': ['META:TYR'], 'chebi': ['CHEBI:9800'], 'envipath': ['32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/974bd9b7-53fb-48cd-aaf3-6bd3196c0365'], 'hmdb': ['HMDB00647', 'HMDB00158'], 'inchi_key': ['OUYCCCASQSFEME-QMMMGPOBSA-N'], 'inchikey': ['OUYCCCASQSFEME-QMMMGPOBSA-N'], 'kegg.compound': ['C01536'], 'kegg.drug': ['D00022'], 'metanetx.chemical': ['MNXM76'], 'reactome': ['R-ALL-5668567'], 'reactome.compound': ['379710', '5668567', '352030', '29506'], 'sabiork': ['84', '2291'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd30745']}"
dtdp4d6dg_c,DTDP-4-dehydro-6-deoxy-D-glucose,-2,c,"{'C': 16, 'H': 22, 'N': 2, 'O': 15, 'P': 2}",C16H22N2O15P2,544.297802,"frozenset({<Reaction TDPAGTA at 0x16b28166848>, <Reaction TDPGDH at 0x16b27e38648>})","{'Human Metabolome Database': ['HMDB60081'], 'bigg.metabolite': ['dtdp4d6dg'], 'biocyc': ['META:DTDP-DEOH-DEOXY-GLUCOSE'], 'chebi': ['CHEBI:62829'], 'hmdb': ['HMDB60081'], 'inchi_key': ['PSXWNITXWWECNY-UCBTUHGZSA-L'], 'inchikey': ['PSXWNITXWWECNY-UCBTUHGZSA-L'], 'kegg.compound': ['C11907'], 'metanetx.chemical': ['MNXM451'], 'sabiork': ['1563'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00521']}"
acmum_e,N-Acetylmuramate,-1,e,"{'C': 11, 'H': 18, 'N': 1, 'O': 8}",C11H18NO8,292.26252,"frozenset({<Reaction ACMUMtex at 0x16b28178dc8>, <Reaction EX_acmum_e at 0x16b27c04248>})","{'Human Metabolome Database': ['HMDB60493'], 'bigg.metabolite': ['acmum'], 'biocyc': ['META:NACMUR'], 'chebi': ['CHEBI:7212'], 'hmdb': ['HMDB60493'], 'inchi_key': ['MNLRQHMNZILYPY-MKFCKLDKSA-M'], 'inchikey': ['MNLRQHMNZILYPY-MKFCKLDKSA-M'], 'kegg.compound': ['C02713'], 'metanetx.chemical': ['MNXM2263'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd01757']}"
man_p,D-Mannose,0,p,"{'C': 6, 'H': 12, 'O': 6}",C6H12O6,180.15588,"frozenset({<Reaction MANptspp at 0x16b28a06408>, <Reaction MANtex at 0x16b284000c8>})","{'Human Metabolome Database': ['HMDB00169'], 'bigg.metabolite': ['man'], 'biocyc': ['META:D-mannopyranose'], 'chebi': ['CHEBI:4208'], 'envipath': ['32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/c5f931e8-e7f7-4b73-bed6-48662796fe18'], 'hmdb': ['HMDB00169'], 'inchi_key': ['WQZGKKKJIJFFOK-QTVWNMPRSA-N'], 'inchikey': ['WQZGKKKJIJFFOK-QTVWNMPRSA-N'], 'kegg.compound': ['C00159'], 'metanetx.chemical': ['MNXM182'], 'reactome': ['R-ALL-964752'], 'reactome.compound': ['964752', '6799594', '429579'], 'sabiork': ['1656'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd27437']}"
adocbl_e,Adenosylcobalamin,0,e,"{'C': 72, 'H': 100, 'Co': 1, 'N': 18, 'O': 17, 'P': 1}",C72H100CoN18O17P,1579.581761,"frozenset({<Reaction EX_adocbl_e at 0x16b282aba08>, <Reaction ADOCBLtonex at 0x16b29513ac8>})","{'Human Metabolome Database': ['HMDB02086'], 'bigg.metabolite': ['adocbl'], 'biocyc': ['META:ADENOSYLCOBALAMIN'], 'hmdb': ['HMDB02086'], 'inchi_key': ['ZIHHMGTYZOSFRC-QRVZQHAISA-N'], 'inchikey': ['ZIHHMGTYZOSFRC-QRVZQHAISA-N'], 'kegg.compound': ['C00194'], 'kegg.drug': ['D00042'], 'metanetx.chemical': ['MNXM90703'], 'reactome': ['R-ALL-3159297'], 'reactome.compound': ['3159297'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00166']}"
iscu_2fe2s_c,IscU with bound [2Fe-2S] cluster,-2,c,"{'H': 4, 'O': 2, 'S': 8, 'Fe': 2, 'R': 1}",H4O2S8Fe2R,,"frozenset({<Reaction I2FE2SS at 0x16b292f5208>, <Reaction I2FE2SR at 0x16b294c1f08>, <Reaction I2FE2ST at 0x16b292fb288>, <Reaction I2FE2SS2 at 0x16b292fbdc8>})","{'bigg.metabolite': ['iscu_2fe2s'], 'metanetx.chemical': ['MNXM147129'], 'sbo': 'SBO:0000247'}"
dump_p,DUMP C9H11N2O8P,-2,p,"{'C': 9, 'H': 11, 'N': 2, 'O': 8, 'P': 1}",C9H11N2O8P,306.166001,"frozenset({<Reaction NTD1pp at 0x16b28787c88>, <Reaction DUMPtex at 0x16b28a34a88>})","{'Human Metabolome Database': ['HMDB01409'], 'bigg.metabolite': ['dump'], 'biocyc': ['META:DUMP'], 'chebi': ['CHEBI:47722'], 'hmdb': ['HMDB01409'], 'inchi_key': ['JSRLJPSBLDHEIO-SHYZEUOFSA-L'], 'inchikey': ['JSRLJPSBLDHEIO-SHYZEUOFSA-L'], 'kegg.compound': ['C00365'], 'metanetx.chemical': ['MNXM234'], 'reactome': ['R-ALL-500742'], 'reactome.compound': ['109382', '500742'], 'sabiork': ['1334'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00299']}"
novbcn_e,Novobiocin,0,e,"{'C': 31, 'H': 36, 'N': 2, 'O': 11}",C31H36N2O11,612.6243400000001,"frozenset({<Reaction NOVBCNtpp at 0x16b292e2508>, <Reaction NOVBCNtex at 0x16b2959e708>, <Reaction EX_novbcn_e at 0x16b294c1448>})","{'Human Metabolome Database': ['HMDB15185'], 'bigg.metabolite': ['novbcn'], 'biocyc': ['META:CPD-15417'], 'chebi': ['CHEBI:7644'], 'hmdb': ['HMDB15185'], 'inchi_key': ['YJQPYGGHQPGBLI-KGSXXDOSSA-M'], 'inchikey': ['YJQPYGGHQPGBLI-KGSXXDOSSA-M'], 'kegg.compound': ['C05080'], 'metanetx.chemical': ['MNXM65002'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd03032']}"
feenter_e,Fe-enterobactin,3,e,"{'C': 30, 'H': 27, 'Fe': 1, 'N': 3, 'O': 15}",C30H27FeN3O15,725.39148,"frozenset({<Reaction FEENTERtonex at 0x16b2839c388>, <Reaction EX_feenter_e at 0x16b283d3448>, <Reaction FEENTERexs at 0x16b2861d988>})","{'bigg.metabolite': ['feenter'], 'chebi': ['CHEBI:70745'], 'inchi_key': ['NGILTSZTOFYVBF-UVJOBNTFSA-H'], 'inchikey': ['NGILTSZTOFYVBF-UVJOBNTFSA-H'], 'kegg.compound': ['C06230'], 'metanetx.chemical': ['MNXM7354'], 'reactome': ['R-ALL-1222421'], 'reactome.compound': ['1222421'], 'sbo': 'SBO:0000247'}"
eca4und_p,(enterobacterial common antigen)x4 undecaprenyl-diphosphate,-6,p,"{'C': 151, 'H': 234, 'N': 12, 'O': 67, 'P': 2}",C151H234N12O67P2,3351.461382,frozenset({<Reaction ECAP3pp at 0x16b28d134c8>}),"{'bigg.metabolite': ['eca4und'], 'inchi_key': ['CVYQIROAIKSYLV-HBQGRVRBSA-H'], 'inchikey': ['CVYQIROAIKSYLV-HBQGRVRBSA-H'], 'metanetx.chemical': ['MNXM6545'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd15458']}"
flxr_c,Flavodoxin reduced,-1,c,"{'X': 1, 'H': 1}",XH,,"frozenset({<Reaction RNTR4c2 at 0x16b292cd808>, <Reaction POR5 at 0x16b291c8bc8>, <Reaction RNTR2c2 at 0x16b292bb248>, <Reaction MECDPDH5 at 0x16b292af0c8>, <Reaction FLDR2 at 0x16b292d3f48>, <Reaction RNTR3c2 at 0x16b292c7c88>, <Reaction RNTR1c2 at 0x16b292b6ec8>})","{'bigg.metabolite': ['flxr'], 'metanetx.chemical': ['MNXM6271'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd15465']}"
pa160_c,"1,2-dihexadecanoyl-sn-glycerol 3-phosphate",-2,c,"{'C': 35, 'H': 67, 'O': 8, 'P': 1}",C35H67O8P1,646.8754409999999,"frozenset({<Reaction PAPA160 at 0x16b28f76808>, <Reaction DAGK160 at 0x16b28f9e448>, <Reaction DASYN160 at 0x16b28bccfc8>, <Reaction PA160abcpp at 0x16b28c72888>, <Reaction AGPAT160 at 0x16b28ea92c8>, <Reaction CDAPPA160 at 0x16b28d983c8>})","{'Human Metabolome Database': ['HMDB07857'], 'bigg.metabolite': ['pa160'], 'biocyc': ['META:CPD0-1422'], 'chebi': ['CHEBI:73246'], 'hmdb': ['HMDB00674', 'HMDB07857'], 'inchi_key': ['PORPENFLTBBHSG-MGBGTMOVSA-L'], 'inchikey': ['PORPENFLTBBHSG-MGBGTMOVSA-L'], 'lipidmaps': ['LMGP10010027'], 'metanetx.chemical': ['MNXM17312'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd26147'], 'slm': ['000000808']}"
lcts_c,Lactose C12H22O11,0,c,"{'C': 12, 'H': 22, 'O': 11}",C12H22O11,342.29648,"frozenset({<Reaction LCTStpp at 0x16b29474d88>, <Reaction LCTSt3ipp at 0x16b288a2dc8>, <Reaction LACZ at 0x16b27db3b48>})","{'Human Metabolome Database': ['HMDB41627'], 'bigg.metabolite': ['lcts'], 'biocyc': ['META:CPD-15972'], 'chebi': ['CHEBI:613009'], 'hmdb': ['HMDB41627'], 'inchi_key': ['GUBGYTABKSRVRQ-QKKXKWKRSA-N'], 'inchikey': ['GUBGYTABKSRVRQ-QKKXKWKRSA-N'], 'kegg.compound': ['C01970'], 'kegg.drug': ['D00046'], 'kegg.glycan': ['G10504'], 'metanetx.chemical': ['MNXM362'], 'sabiork': ['1376', '104'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd03809']}"
arbtn_e,Aerobactin minus Fe3,-3,e,"{'C': 22, 'H': 33, 'N': 4, 'O': 13}",C22H33N4O13,561.51642,"frozenset({<Reaction ARBTNtex at 0x16b2844b688>, <Reaction ARBTNexs at 0x16b285ecfc8>, <Reaction EX_arbtn_e at 0x16b290cb988>})","{'bigg.metabolite': ['arbtn'], 'metanetx.chemical': ['MNXM96506'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd15411']}"
cdpdhdec9eg_c,"CDP-1,2-dihexadec-9-enoylglycerol",-2,c,"{'C': 44, 'H': 75, 'N': 3, 'O': 15, 'P': 2}",C44H75N3O15P2,948.0249220000001,"frozenset({<Reaction PSSA161 at 0x16b28df5388>, <Reaction PGSA161 at 0x16b2826a6c8>, <Reaction DASYN161 at 0x16b28bd1b48>, <Reaction CDAPPA161 at 0x16b28bd7248>})","{'bigg.metabolite': ['cdpdhdec9eg'], 'chebi': ['CHEBI:104012'], 'inchi_key': ['LBKBJHVQQNUXGQ-BQUKFSKHSA-L'], 'inchikey': ['LBKBJHVQQNUXGQ-BQUKFSKHSA-L'], 'metanetx.chemical': ['MNXM4508'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd15418']}"
aso3_c,Arsenite,-3,c,"{'As': 1, 'O': 3}",AsO3,122.9198,frozenset({<Reaction ASR at 0x16b287e48c8>}),"{'Human Metabolome Database': ['HMDB11620'], 'bigg.metabolite': ['aso3'], 'biocyc': ['META:CPD0-2040'], 'chebi': ['CHEBI:49900'], 'envipath': ['32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/42d95b9b-3aca-45eb-a99d-ef775cb20524'], 'hmdb': ['HMDB11620'], 'inchi_key': ['AQLMHYSWFMLWBS-UHFFFAOYSA-N'], 'inchikey': ['AQLMHYSWFMLWBS-UHFFFAOYSA-N'], 'kegg.compound': ['C06697'], 'metanetx.chemical': ['MNXM658'], 'reactome': ['R-ALL-5696216'], 'reactome.compound': ['5696216'], 'sabiork': ['8854'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd26385']}"
progly_c,L-Prolinylglycine,0,c,"{'C': 7, 'H': 12, 'N': 2, 'O': 3}",C7H12N2O3,172.18178,"frozenset({<Reaction PROGLYabcpp at 0x16b28c94c48>, <Reaction AMPTASEPG at 0x16b28c92cc8>})","{'bigg.metabolite': ['progly'], 'biocyc': ['META:CPD0-2182'], 'chebi': ['CHEBI:73594'], 'inchi_key': ['RNKSNIBMTUYWSH-YFKPBYRVSA-N'], 'inchikey': ['RNKSNIBMTUYWSH-YFKPBYRVSA-N'], 'metanetx.chemical': ['MNXM7481'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd15551']}"
3ohdcoa_c,3-Oxohexadecanoyl-CoA,-4,c,"{'C': 37, 'H': 60, 'N': 7, 'O': 18, 'P': 3, 'S': 1}",C37H60N7O18P3S,1015.894683,"frozenset({<Reaction HACD7 at 0x16b27dcbd08>, <Reaction ACACT7r at 0x16b2817a608>})","{'Human Metabolome Database': ['HMDB06402'], 'bigg.metabolite': ['3ohdcoa'], 'biocyc': ['META:3-OXOPALMITOYL-COA'], 'chebi': ['CHEBI:57349'], 'hmdb': ['HMDB06402'], 'inchi_key': ['NQMPLXPCRJOSHL-BBECNAHFSA-J'], 'inchikey': ['NQMPLXPCRJOSHL-BBECNAHFSA-J'], 'kegg.compound': ['C05259'], 'lipidmaps': ['LMFA07050250'], 'metanetx.chemical': ['MNXM738'], 'reactome': ['R-ALL-77302'], 'reactome.compound': ['77302'], 'sabiork': ['2736'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd03114'], 'slm': ['000000869']}"
