ID,Name,Reaction Formula,Gene Rules,Subsystem,Essentiality,LB,UB,FVA_min,FVA_max
PFL,Pyruvate formate lyase,coa_c + pyr_c --> accoa_c + for_c,(CIW80_22525 and CIW80_22530) or (CIW80_22525 and CIW80_10060) or (CIW80_14785 and CIW80_14790) or ((CIW80_22525 and CIW80_22530) and CIW80_06720),Pyruvate Metabolism,Not essential,0.0,1000.0,10.77694118087003,19.92137826480184
FRD2,Fumarate reductase,fum_c + mql8_c --> mqn8_c + succ_c,CIW80_16090 and CIW80_16085 and CIW80_16095 and CIW80_16100,Citric Acid Cycle,Not essential,0.0,1000.0,0.0,39.99860961276518
FRD3,Fumarate reductase,2dmmql8_c + fum_c --> 2dmmq8_c + succ_c,CIW80_16090 and CIW80_16085 and CIW80_16095 and CIW80_16100,Citric Acid Cycle,Not essential,0.0,1000.0,0.0,39.625141508881704
POX,Pyruvate oxidase,h2o_c + pyr_c + q8_c --> ac_c + co2_c + q8h2_c,CIW80_22365,Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0,5.642921180371723e-13
PTAr,Phosphotransacetylase,accoa_c + pi_c <=> actp_c + coa_c,CIW80_05420 or CIW80_06120,Pyruvate Metabolism,Not essential,-1000.0,1000.0,20.186788798905752,22.472898069906428
ACKr,Acetate kinase,ac_c + atp_c <=> actp_c + adp_c,CIW80_05415 or CIW80_02165 or CIW80_10065,Pyruvate Metabolism,Not essential,-1000.0,1000.0,-22.47289806993168,-20.186788798937602
EX_hxan_e,Hypoxanthine exchange,hxan_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,1.0087177552576922e-13
EX_ile__L_e,L-Isoleucine exchange,ile__L_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,2.1384816411462525e-13
EX_lac__L_e,L-Lactate exchange,lac__L_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-5.234327983234644e-13
EX_leu__L_e,L-Leucine exchange,leu__L_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-4.831687369139597e-13
EX_no3_e,Nitrate exchange,no3_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
EX_orn_e,Ornithine exchange,orn_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-2.9910445618483414e-13
EX_pro__L_e,L-Proline exchange,pro__L_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-3.6948197528714753e-13
EX_pyr_e,Pyruvate exchange,pyr_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-2.093731193293822e-12
EX_succ_e,Succinate exchange,succ_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-1.5702983949705363e-12
EX_thymd_e,Thymidine exchange,thymd_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-1.4607426929956922e-13
EX_tyr__L_e,L-Tyrosine exchange,tyr__L_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-1.903391993903491e-13
MOAT,3-deoxy-D-manno-octulosonic acid transferase,ckdo_c + lipidA_c --> cmp_c + h_c + kdolipid4_c,CIW80_12865,Lipopolysaccharide Biosynthesis / Recycling,Essential,0.0,1000.0,0.021815624290011555,0.02181562428999062
UDCPDPS,Undecaprenyl diphosphate synthase,frdp_c + 8.0 ipdp_c --> 8.0 ppi_c + udcpdp_c,CIW80_18635,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,6.167040172443223e-05,6.167040170207923e-05
USHD,UDP-sugar hydrolase,h2o_c + u23ga_c --> 2.0 h_c + lipidX_c + ump_c,CIW80_20755,Lipopolysaccharide Biosynthesis / Recycling,Essential,0.0,1000.0,0.02181562429001155,0.021815624289990617
LPADSS,Lipid A disaccaride synthase,lipidX_c + u23ga_c --> h_c + lipidAds_c + udp_c,CIW80_18675,Lipopolysaccharide Biosynthesis / Recycling,Essential,0.0,1000.0,0.02181562429001155,0.021815624289990614
TDSK,Tetraacyldisaccharide 4'kinase,atp_c + lipidAds_c --> adp_c + h_c + lipidA_c,CIW80_22590,Lipopolysaccharide Biosynthesis / Recycling,Essential,0.0,1000.0,0.021815624290011555,0.021815624289990617
EX_btn_e,Biotin exchange,btn_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
EX_ptrc_e,Putrescine exchange,ptrc_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-2.855087990855226e-13
EX_spmd_e,Spermidine exchange,spmd_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-2.6171639916172754e-13
EX_thym_e,Thymine exchange,thym_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-2.2432834213862666e-13
EX_xtsn_e,Xanthosine exchange,xtsn_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-1.0646090813358381e-13
NTPP1,Nucleoside triphosphate pyrophosphorylase (dgtp),dgtp_c + h2o_c --> dgmp_c + h_c + ppi_c,CIW80_18205 or CIW80_07590,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-7.851491974851833e-13
NTPP2,Nucleoside triphosphate pyrophosphorylase (gtp),gtp_c + h2o_c --> gmp_c + h_c + ppi_c,CIW80_18205 or CIW80_07590,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-7.851491974851851e-13
NTPTP1,Nucleoside triphosphate tripolyhydrolase,dgtp_c + h2o_c --> dgsn_c + pppi_c,CIW80_18565,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-1.5702983949703117e-12
NTPTP2,Nucleoside triphosphate tripolyhydrolase,gtp_c + h2o_c --> gsn_c + pppi_c,CIW80_18565,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-1.5702983949703937e-12
IPMD,3-isopropylmalate dehydrogenase,3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c,CIW80_18070,"Valine, Leucine, and Isoleucine Metabolism",Essential,0.0,1000.0,0.5051714138056742,0.505171413805191
AIRC3,Phosphoribosylaminoimidazole carboxylase (mutase rxn),5aizc_c <=> 5caiz_c,CIW80_20740,Purine and Pyrimidine Biosynthesis,Essential,-1000.0,1000.0,-0.5021024703603421,-0.5021024703599881
ADSL2r,Adenylosuccinate lyase,25aics_c <=> aicar_c + fum_c,CIW80_24275,Purine and Pyrimidine Biosynthesis,Essential,-1000.0,1000.0,0.5021024703589431,0.5021024703598683
EX_fe2_e,Fe2+ exchange,fe2_e <=> ,,Extracellular exchange,Not essential,-1000.0,1000.0,-0.00925392417292746,-0.009253924101272005
PUNP5,Purine-nucleoside phosphorylase (Inosine),ins_c + pi_c <=> hxan_c + r1p_c,CIW80_05915 or CIW80_17575,Nucleotide Salvage Pathway,Not essential,-1000.0,1000.0,-3.708396666509501e-11,-7.85149197485188e-13
PUNP6,Purine-nucleoside phosphorylase (Deoxyinosine),din_c + pi_c <=> 2dr1p_c + hxan_c,CIW80_17575 or CIW80_05915,Nucleotide Salvage Pathway,Not essential,-1000.0,1000.0,-1.050483572492592e-44,-1.0468655966468924e-12
PUNP7,Purine-nucleoside phosphorylase (Xanthosine),pi_c + xtsn_c <=> r1p_c + xan_c,CIW80_05915,Nucleotide Salvage Pathway,Not essential,-1000.0,1000.0,-1.8541983332546645e-11,-7.85149197485183e-13
RNDR1,Ribonucleoside-diphosphate reductase (ADP),adp_c + trdrd_c --> dadp_c + h2o_c + trdox_c,(CIW80_06740 and (CIW80_05120 and CIW80_05125)) or (CIW80_13765 and (CIW80_05120 and CIW80_05125)),Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-3.1405967899407623e-12
RNDR3,Ribonucleoside-diphosphate reductase (CDP),cdp_c + trdrd_c --> dcdp_c + h2o_c + trdox_c,(CIW80_13765 and (CIW80_05120 and CIW80_05125)) or (CIW80_06740 and (CIW80_05120 and CIW80_05125)),Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-3.140596789940759e-12
RNDR4,Ribonucleoside-diphosphate reductase (UDP),trdrd_c + udp_c --> dudp_c + h2o_c + trdox_c,(CIW80_13765 and (CIW80_05120 and CIW80_05125)) or ((CIW80_05120 and CIW80_05125) and CIW80_06740),Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-3.140596789940804e-12
TMDS,Thymidylate synthase,dump_c + mlthf_c --> dhf_c + dtmp_c,CIW80_07940,Nucleotide Salvage Pathway,Essential,0.0,1000.0,0.029339413300392806,0.029339413300196522
TMDK1,Thymidine kinase (ATP:thymidine),atp_c + thymd_c --> adp_c + dtmp_c + h_c,CIW80_25130,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-1.5702983949703699e-12
PPCDC,Phosphopantothenoylcysteine decarboxylase,4ppcys_c + h_c --> co2_c + pan4p_c,CIW80_12895,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,0.0007557427411318664,0.00075574274111269
FTHFD,Formyltetrahydrofolate deformylase,10fthf_c + h2o_c --> for_c + h_c + thf_c,CIW80_25100,Folate Metabolism,Not essential,0.0,1000.0,0.0,-1.5702983949703729e-12
EX_glc__D_e,D-Glucose exchange,glc__D_e <=> ,,Extracellular exchange,Essential,-20.0,1000.0,-20.0,-20.000000000000522
EDD,6-phosphogluconate dehydratase,6pgc_c --> 2ddg6p_c + h2o_c,CIW80_02175,Pentose Phosphate Pathway,Not essential,0.0,1000.0,0.0,-3.140596789940999e-12
DHQTi,"3-dehydroquinate dehydratase, irreversible",3dhq_c --> 3dhsk_c + h2o_c,CIW80_01335,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",Essential,0.0,1000.0,0.4273411242693725,0.427341124269182
PUNP1,Purine-nucleoside phosphorylase (Adenosine),adn_c + pi_c <=> ade_c + r1p_c,CIW80_17575,Nucleotide Salvage Pathway,Not essential,-1000.0,1000.0,-0.000754621468007127,-0.000754621462690257
PUNP2,Purine-nucleoside phosphorylase (Deoxyadenosine),dad_2_c + pi_c <=> 2dr1p_c + ade_c,CIW80_17575,Nucleotide Salvage Pathway,Not essential,-1000.0,1000.0,-4.641499777864758e-12,-1.570298394970351e-12
PUNP3,Purine-nucleoside phosphorylase (Guanosine),gsn_c + pi_c <=> gua_c + r1p_c,CIW80_05915 or CIW80_17575,Nucleotide Salvage Pathway,Not essential,-1000.0,1000.0,-6.962249666797096e-12,-7.851491974851842e-13
LYSAM,"Lysine 2,3-aminomutase",lys__L_c <=> 36dahx_c,CIW80_16050,Threonine and Lysine Metabolism,Not essential,-1000.0,1000.0,0.0,0.0
DHAD1,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)",23dhmb_c --> 3mob_c + h2o_c,CIW80_13720,"Valine, Leucine, and Isoleucine Metabolism",Essential,0.0,1000.0,0.9804102571743848,0.980410257173861
IPPMIa,3-isopropylmalate dehydratase,3c2hmp_c <=> 2ippm_c + h2o_c,CIW80_18060 and CIW80_18065,"Valine, Leucine, and Isoleucine Metabolism",Essential,-1000.0,1000.0,-0.5051714138078166,-0.5051714138056743
EX_alltn_e,Allantoin exchange,alltn_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-5.234327983234767e-13
G3PD7,Glycerol-3-phosphate dehydrogenase (demethylmenaquinone-8),2dmmq8_c + glyc3p_c --> 2dmmql8_c + dhap_c,CIW80_05160 and CIW80_05155 and CIW80_05150,Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0,-1.2562387159763032e-12
NADH9,NADH dehydrogenase (demethylmenaquinone-8 & 0 protons),2dmmq8_c + h_c + nadh_c --> 2dmmql8_c + nad_c,CIW80_24155 or CIW80_22980 or CIW80_17915 or CIW80_13435,Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0,-2.0937311932938276e-12
NADH10,NADH dehydrogenase (menaquinone-8 & 0 protons),h_c + mqn8_c + nadh_c --> mql8_c + nad_c,CIW80_24155 or CIW80_13435 or CIW80_17915 or CIW80_22980,Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0,-2.0937311932938276e-12
MDH,Malate dehydrogenase,mal__L_c + nad_c <=> h_c + nadh_c + oaa_c,CIW80_10630,Citric Acid Cycle,Not essential,-1000.0,1000.0,-1.2817329612945805,1.1692618464521363
FUM,Fumarase,fum_c + h2o_c <=> mal__L_c,CIW80_00895 or CIW80_15910 or CIW80_00890,Citric Acid Cycle,Not essential,-1000.0,1000.0,1.1692618464474425,1.1692618464521363
PYDXNK,Pyridoxine kinase,atp_c + pydxn_c --> adp_c + h_c + pdx5p_c,CIW80_05975,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,-1.0711153333534301e-12,-1.592381757724964e-12
PYAM5PO,Pyridoxamine 5'-phosphate oxidase,h2o_c + o2_c + pyam5p_c --> h2o2_c + nh4_c + pydx5p_c,CIW80_01040,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,-1.2739054061799772e-12
OHPBAT,O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase,glu__L_c + ohpb_c <=> akg_c + phthr_c,CIW80_22550,Cofactor and Prosthetic Group Biosynthesis,Not essential,-1000.0,1000.0,-0.0005000908939831473,-0.0005000908952573532
EX_dgsn_e,Deoxyguanosine exchange,dgsn_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-8.492702707866456e-14
EX_arab__L_e,L-Arabinose exchange,arab__L_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
EX_fru_e,D-Fructose exchange,fru_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
EX_gal_e,D-Galactose exchange,gal_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
EX_xyl__D_e,D-Xylose exchange,xyl__D_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
EX_duri_e,Deoxyuridine exchange,duri_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,1.6536282798889035e-13
EX_for_e,Formate exchange,for_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,10.65537536375503,19.799812447650044
EX_gly_e,Glycine exchange,gly_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,1.0472979105962505e-12
EX_h2_e,H2 exchange,h2_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
EX_lys__L_e,L-Lysine exchange,lys__L_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,2.61824477649077e-13
EX_ser__L_e,L-Serine exchange,ser__L_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,6.283787463577827e-13
EX_thm_e,Thiamin exchange,thm_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,3.878881150356691e-14
EX_trp__L_e,L-Tryptophan exchange,trp__L_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,1.3091223882453838e-13
GLUTRR,Glutamyl-tRNA reductase,glutrna_c + h_c + nadph_c --> glu1sa_c + nadp_c + trnaglu_c,CIW80_24945,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,0.004000727151868896,0.004000727152120248
GLCS1,Glycogen synthase (ADPGlc),adpglc_c --> adp_c + glycogen_c + h_c,CIW80_11725,Glycolysis/Gluconeogenesis,Not essential,0.0,1000.0,0.0,1.5709468658944642e-12
GLCP,Glycogen phosphorylase,glycogen_c + pi_c --> g1p_c,CIW80_11720 or CIW80_11625,Glycolysis/Gluconeogenesis,Not essential,0.0,1000.0,0.0,1.5709468658944642e-12
EX_din_e,Deoxyinosine exchange,din_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,9.106938353011358e-14
EX_fmn_e,FMN exchange,fmn_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,5.1932127798163924e-14
EX_gthox_e,Oxidized glutathione exchange,gthox_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
HEMEOS,Heme O synthase,frdp_c + h2o_c + pheme_c --> hemeO_c + ppi_c,CIW80_20255,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,2.999463488438219e-18
ADMDC,Adenosylmethionine decarboxylase,amet_c + h_c --> ametam_c + co2_c,CIW80_18355,Arginine and Proline Metabolism,Not essential,0.0,1000.0,0.0,6.478131405750356e-14
AGMT,Agmatinase,agm_c + h2o_c --> ptrc_c + urea_c,CIW80_08440,Arginine and Proline Metabolism,Not essential,0.0,1000.0,-1.3924499333594387e-12,2.618244776490769e-13
ARGDC,Arginine decarboxylase,arg__L_c + h_c --> agm_c + co2_c,CIW80_15885,Arginine and Proline Metabolism,Not essential,0.0,1000.0,0.0,2.618244776490769e-13
ARGSS,Argininosuccinate synthase,asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c,CIW80_10330,Arginine and Proline Metabolism,Essential,0.0,1000.0,0.33166566303408196,0.33166566303471035
AGPR,N-acetyl-g-glutamyl-phosphate reductase,acg5sa_c + nadp_c + pi_c <=> acg5p_c + h_c + nadph_c,CIW80_14820,Arginine and Proline Metabolism,Essential,-1000.0,1000.0,-0.33166566303593853,-0.3316656630340819
SPMS,Spermidine synthase,ametam_c + ptrc_c --> 5mta_c + h_c + spmd_c,CIW80_18360,Arginine and Proline Metabolism,Not essential,0.0,1000.0,0.0,6.478131405750357e-14
G1SAT,Glutamate-1-semialdehyde aminotransferase,glu1sa_c <=> 5aop_c,CIW80_18535,Cofactor and Prosthetic Group Biosynthesis,Essential,-1000.0,1000.0,0.004000727151868896,0.004000727152120248
KDOCT2,3-deoxy-manno-octulosonate cytidylyltransferase,ctp_c + kdo_c --> ckdo_c + ppi_c,CIW80_22605,Lipopolysaccharide Biosynthesis / Recycling,Essential,0.0,1000.0,0.0436312485800231,0.043631248580065
OAADC,Oxaloacetate decarboxylase,h_c + oaa_c --> co2_c + pyr_c,CIW80_02170,Pyruvate Metabolism,Not essential,0.0,1000.0,0.0,1.5709468658944539e-12
MNNH,D-mannonate hydrolyase,mana_c --> 2ddglcn_c + h2o_c,CIW80_17250,Alternate Carbon Metabolism,Not essential,0.0,1000.0,-2.7848998667188876e-12,0.0
ALTRH,Altronate hydrolase,altrn_c --> 2ddglcn_c + h2o_c,CIW80_09960,Alternate Carbon Metabolism,Not essential,0.0,1000.0,-2.7848998667189086e-12,0.0
GUI1,Glucuronate isomerase (D-glucuronate),glcur_c <=> fruur_c,CIW80_09965,Alternate Carbon Metabolism,Not essential,-1000.0,1000.0,-2.784899866718907e-12,0.0
PGAMT,Phosphoglucosamine mutase,gam1p_c <=> gam6p_c,CIW80_10350,Cell Envelope Biosynthesis,Essential,-1000.0,1000.0,-0.1059475076037042,-0.10594750760251913
UAGDP,UDP-N-acetylglucosamine diphosphorylase,acgam1p_c + h_c + utp_c --> ppi_c + uacgam_c,CIW80_13515,Cell Envelope Biosynthesis,Essential,0.0,1000.0,0.10594750760251911,0.10594750760278651
UAGCVT,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,pep_c + uacgam_c --> pi_c + uaccg_c,CIW80_10415,Cell Envelope Biosynthesis,Essential,0.0,1000.0,0.031158129511248005,0.0311581295113817
GLUR,Glutamate racemase,glu__D_c <=> glu__L_c,CIW80_14890,Cell Envelope Biosynthesis,Essential,-1000.0,1000.0,-0.03115812951175435,-0.031158129511248005
UAG2E,UDP-N-acetylglucosamine 2-epimerase,uacgam_c <=> uacmam_c,CIW80_13790,Cell Envelope Biosynthesis,Not essential,-1000.0,1000.0,0.0,2.236223296646916e-14
EX_acald_e,Acetaldehyde exchange,acald_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,2.0945958211926027e-12
EX_melib_e,Melibiose exchange,melib_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,2.4168413321453204e-13
MACPD,Malonyl-ACP decarboxylase,h_c + malACP_c --> acACP_c + co2_c,CIW80_05545,Membrane Lipid Metabolism,Not essential,0.0,1000.0,0.0,1.570946865894463e-12
DMQMT,3-Dimethylubiquinonol 3-methyltransferase,2omhmbl_c + amet_c --> ahcys_c + h_c + q8h2_c,CIW80_05110,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,2.9979693949721596e-18
EX_sucr_e,Sucrose exchange,sucr_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
EX_tre_e,Trehalose exchange,tre_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
EX_zn2_e,Zinc exchange,zn2_e <=> ,,Extracellular exchange,Essential,-1000.0,1000.0,-0.00038235649079944783,-0.00038235649069150597
HACD5,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),3oddcoa_c + h_c + nadh_c <=> 3hddcoa_c + nad_c,CIW80_14210 or CIW80_05635,Membrane Lipid Metabolism,Not essential,-1000.0,1000.0,0.39904113755783216,0.3990411375581656
DNMPPA,Dihydroneopterin monophosphate dephosphorylase,dhpmp_c + h2o_c --> dhnpt_c + pi_c,,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,0.0007501363409751522,0.0007501363409754399
HPPK2,6-hydroxymethyl-dihydropterin pyrophosphokinase,6hmhpt_c + atp_c --> 6hmhptpp_c + amp_c + h_c,CIW80_18475,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,0.0007501363409751523,0.0007501363409754401
PTPATi,Pantetheine-phosphate adenylyltransferase,atp_c + h_c + pan4p_c --> dpcoa_c + ppi_c,CIW80_12870,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,0.0007557427411313794,0.0007557427416564545
HEX7,Hexokinase (D-fructose:ATP),atp_c + fru_c --> adp_c + f6p_c + h_c,CIW80_20090,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,6.283787463577997e-12
DXPRIi,1-deoxy-D-xylulose reductoisomerase,dxyl5p_c + h_c + nadph_c --> 2me4p_c + nadp_c,CIW80_18630,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,0.0026787379949032037,0.0026787379951484134
OPHBDC,Octaprenyl-hydroxybenzoate decarboxylase,3ophb_c + h_c --> 2oph_c + co2_c,CIW80_14195,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,0.000250045446991806,0.00025004544699180897
OHPHM,2-octaprenyl-6-hydroxyphenol methylase,2ohph_c + amet_c --> 2omph_c + ahcys_c + h_c,CIW80_05110,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,2.99796939497216e-18
GHMT2r,"Glycine hydroxymethyltransferase, reversible",ser__L_c + thf_c <=> gly_c + h2o_c + mlthf_c,CIW80_06560,Glycine and Serine Metabolism,Not essential,-1000.0,1000.0,1.190041407995921,1.1900414079981
DHORD2,Dihydoorotic acid dehydrogenase (quinone8),dhor__S_c + q8_c --> orot_c + q8h2_c,CIW80_22710,Purine and Pyrimidine Biosynthesis,Not essential,0.0,1000.0,0.0,0.3709138279717358
ADK4,Adentylate kinase (ITP),amp_c + itp_c <=> adp_c + idp_c,CIW80_20510,Nucleotide Salvage Pathway,Not essential,-1000.0,1000.0,-3.181754998522434e-13,0.0
INSK,Insosine kinase,atp_c + ins_c --> adp_c + h_c + imp_c,CIW80_20525,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,9.963181421713806e-13
ABTA,4-aminobutyrate transaminase,4abut_c + akg_c --> glu__L_c + sucsal_c,CIW80_06960,Arginine and Proline Metabolism,Not essential,0.0,1000.0,0.0,5.693246526693693e-13
SSALx,Succinate-semialdehyde dehydrogenase (NAD),h2o_c + nad_c + sucsal_c --> 2.0 h_c + nadh_c + succ_c,CIW80_00575,Arginine and Proline Metabolism,Not essential,0.0,1000.0,0.0,4.428080631872871e-13
ASPT,L-aspartase,asp__L_c --> fum_c + nh4_c,CIW80_16015,Alanine and Aspartate Metabolism,Not essential,0.0,1000.0,0.0,1.9926362843428614e-12
SERD_L,L-serine deaminase,ser__L_c --> nh4_c + pyr_c,CIW80_10050 or CIW80_01965 or CIW80_07665 or CIW80_13410 or CIW80_10075,Glycine and Serine Metabolism,Not essential,0.0,1000.0,0.0,6.642120947809163e-13
THRD,L-threonine dehydrogenase,nad_c + thr__L_c --> 2aobut_c + h_c + nadh_c,CIW80_12795 or CIW80_12655,Glycine and Serine Metabolism,Not essential,0.0,1000.0,0.0,3.9852725686855515e-13
HEX4,Hexokinase (D-mannose:ATP),atp_c + man_c --> adp_c + h_c + man6p_c,,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,9.963181421713768e-13
KARA1,"Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",23dhmb_c + nadp_c <=> alac__S_c + h_c + nadph_c,CIW80_13735,"Valine, Leucine, and Isoleucine Metabolism",Essential,-1000.0,1000.0,-0.9804102571745107,-0.9804102571744747
KARA2,Ketol-acid reductoisomerase (2-Acetolactate),2ahbut_c + h_c + nadph_c <=> 23dhmp_c + nadp_c,CIW80_13735,"Valine, Leucine, and Isoleucine Metabolism",Essential,-1000.0,1000.0,0.3257643662290689,0.32576436622922833
ACCOAC,Acetyl-CoA carboxylase,accoa_c + atp_c + hco3_c --> adp_c + h_c + malcoa_c + pi_c,CIW80_05510 and CIW80_10735 and CIW80_10740 and CIW80_18690,Membrane Lipid Metabolism,Essential,0.0,1000.0,0.08726922484023454,0.0872692248412309
NADK,NAD kinase,atp_c + nad_c --> adp_c + h_c + nadp_c,CIW80_06905,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,0.0005012121740116459,0.0005012121750113668
SUCBZS,O-succinylbenzoate-CoA synthase,2shchc_c --> h2o_c + sucbz_c,CIW80_05255,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,2.3863907596919327e-14
